image_id,filepath,filename,crop,class_label,dataset_source,existing_partition,batch_id,file_size_bytes,sha256,phash,width,height,mode,format,is_corrupt,group_id,family_size,partition,class_idx,selection_reason
clean_train_early_blight_67585,clean_dataset\potato_dataset\train\early_blight\67585.jpg,67585.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29810,be575a3eb272ffd820bce2376e8f253ef90930869d03effa1007e380131bf2e6,d52ba775b4729888,224,224,RGB,JPEG,False,potato__early_blight__grp_00142,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67597,clean_dataset\potato_dataset\train\early_blight\67597.jpg,67597.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32645,d76c90cf76a373b7ef1c5e7683b80bdef5ec79a74c0613b0335f8dc9b78469bc,d6d4e1a38a1eb8b2,224,224,RGB,JPEG,False,potato__early_blight__grp_00150,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67625,clean_dataset\potato_dataset\train\early_blight\67625.jpg,67625.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34632,3c3acb72889cf9e0b543a7aa0b1c0442b9c98397cf593a1c4fee08024066534a,d5087a1fa15c97e2,224,224,RGB,JPEG,False,potato__early_blight__grp_00167,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67645,clean_dataset\potato_dataset\train\early_blight\67645.jpg,67645.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30921,dc4ee5fd426f19509e2c59731e6fde35207ff20a76d3fa5e58fe27cc7707b407,af3791d8da1aa170,224,224,RGB,JPEG,False,potato__early_blight__grp_00184,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67647,clean_dataset\potato_dataset\train\early_blight\67647.jpg,67647.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,36390,17a71624d8c14b490cde84ff000f6d0134b7bb8a6656c39b2efdce2629132ffe,ffe8e2059732921a,224,224,RGB,JPEG,False,potato__early_blight__grp_00185,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67652,clean_dataset\potato_dataset\train\early_blight\67652.jpg,67652.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31253,fb55145670fa3431fb9ccc903bae2f0665e47d6f7e5867ae6abcb7688ca12299,fb87e0e895a4c623,224,224,RGB,JPEG,False,potato__early_blight__grp_00189,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67672,clean_dataset\potato_dataset\train\early_blight\67672.jpg,67672.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,28159,24a0087e9236958be7280c3a3a4861616e07bd203fbed2bea1d804e6dfbf6fbe,e8d2a6cd35c14a9d,224,224,RGB,JPEG,False,potato__early_blight__grp_00204,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67682,clean_dataset\potato_dataset\train\early_blight\67682.jpg,67682.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29805,17dba426a7090055733f99e88e9f206bf42348d5eb5d8bb6d6d95e5acefe7217,fcc134cf1a64d913,224,224,RGB,JPEG,False,potato__early_blight__grp_00209,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67696,clean_dataset\potato_dataset\train\early_blight\67696.jpg,67696.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33141,72f3ba1635d0ad3b205b71bc5fb1f34d870b843f8a3d9a004e597d1152534ee7,aa52b549b68f984d,224,224,RGB,JPEG,False,potato__early_blight__grp_00222,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67699,clean_dataset\potato_dataset\train\early_blight\67699.jpg,67699.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29170,215560f3c6fe77c2f416f8f55297a81ce7734d9beaf40605e11047e2ef3ed59b,ea9a25cb1acc3965,224,224,RGB,JPEG,False,potato__early_blight__grp_00224,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67703,clean_dataset\potato_dataset\train\early_blight\67703.jpg,67703.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31962,e3c01dd6d0ecd1c066cf1dfdbf6ed3b428e707e314e4425e572ee8f30aa82b27,aee4a4cad42d9b98,224,224,RGB,JPEG,False,potato__early_blight__grp_00228,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67704,clean_dataset\potato_dataset\train\early_blight\67704.jpg,67704.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,28989,1d2a0b8664fbfbfb92c3f8f733261f0b8b9c67d67f2f4ae7979b55ab40e643f9,f8c08bda9cb3b225,224,224,RGB,JPEG,False,potato__early_blight__grp_00229,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67706,clean_dataset\potato_dataset\train\early_blight\67706.jpg,67706.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31392,79c34ca3df3af64f4931f5a0798bf607ebc217b5e177f4f622afd4aafd556eb3,fa58634e3849916f,224,224,RGB,JPEG,False,potato__early_blight__grp_00231,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67714,clean_dataset\potato_dataset\train\early_blight\67714.jpg,67714.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29246,e914c436034e0d01927eaaca62cac8fc65dfa623b2d6b7ebe60f498e656f04ec,8380349743fccf79,224,224,RGB,JPEG,False,potato__early_blight__grp_00235,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67747,clean_dataset\potato_dataset\train\early_blight\67747.jpg,67747.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33811,b61bba0a77707d4b0a3a61be43f9c0ea9d05dd8b8fdd853ce5ef73f04ad3c985,8adaa5e996809f17,224,224,RGB,JPEG,False,potato__early_blight__grp_00254,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67778,clean_dataset\potato_dataset\train\early_blight\67778.jpg,67778.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29635,6c8834fbda978eb7d1b238699d634aa9dcbebf1060b758edc2c45089c8da2d47,d7a1e897a556245a,224,224,RGB,JPEG,False,potato__early_blight__grp_00274,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67802,clean_dataset\potato_dataset\train\early_blight\67802.jpg,67802.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33593,44730c276a248926e4ec8117910fbc8f38c7b8421f40e9b2a8396a069a822efc,eaf2e4cb9a299a30,224,224,RGB,JPEG,False,potato__early_blight__grp_00294,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67807,clean_dataset\potato_dataset\train\early_blight\67807.jpg,67807.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29422,ca656a0a5a14d4b4b9dc1136ba64227cbe6425426924c6d7aebba39def86a451,deb4e883adcca584,224,224,RGB,JPEG,False,potato__early_blight__grp_00298,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67824,clean_dataset\potato_dataset\train\early_blight\67824.jpg,67824.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30827,d07f2b4ab49f8c0e344888015d023a183c1b4e729edcbf5ad41ebfa36d550406,fc41e33d956692b0,224,224,RGB,JPEG,False,potato__early_blight__grp_00310,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67835,clean_dataset\potato_dataset\train\early_blight\67835.jpg,67835.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29758,7d0f96894241d3366a9e5fcec7f4e8f71dc29375be30771c4e684accd0768e6d,f572aae2c78c8c1c,224,224,RGB,JPEG,False,potato__early_blight__grp_00318,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67837,clean_dataset\potato_dataset\train\early_blight\67837.jpg,67837.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33766,b42bbb6325f7121cb4e7e5b6ac84cd1145d9c27a33d3d46219bc6a4aaf1e2785,f555ca521ceae229,224,224,RGB,JPEG,False,potato__early_blight__grp_00320,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67839,clean_dataset\potato_dataset\train\early_blight\67839.jpg,67839.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30298,7eb29fd99fab3709157d4639faeb3ab00fc119a5b479821c010b45c45cfbae8b,ba9cf0da80c9c7a5,224,224,RGB,JPEG,False,potato__early_blight__grp_00322,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67844,clean_dataset\potato_dataset\train\early_blight\67844.jpg,67844.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33974,1b79c406ef45b052d6823d9fae2a6468b34afac6f186ed3cef6bb5333789fd3a,f929319cc6721b69,224,224,RGB,JPEG,False,potato__early_blight__grp_00326,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67857,clean_dataset\potato_dataset\train\early_blight\67857.jpg,67857.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32910,a7ed529b566d29ebe97adbd61b5ed6f5211ad8d3f33549e57722c6ae420cb370,8880de4bec6fe352,224,224,RGB,JPEG,False,potato__early_blight__grp_00334,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67862,clean_dataset\potato_dataset\train\early_blight\67862.jpg,67862.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33706,19695ea3c2062ad1cf17d1f574442b5c73e9e51128fc7a85e83481f261703403,d7a57295a196499a,224,224,RGB,JPEG,False,potato__early_blight__grp_00338,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67874,clean_dataset\potato_dataset\train\early_blight\67874.jpg,67874.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32698,fca90d97e5b4f134a35e129e077c223bdaada754a35c2b801189c481927f88e6,be9d85b4da42c949,224,224,RGB,JPEG,False,potato__early_blight__grp_00348,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67892,clean_dataset\potato_dataset\train\early_blight\67892.jpg,67892.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31596,619b4b83b07d28eedcd1b711801670cc1925cff3d1b021fd8cbc7c2be9b5919d,b7c16e93304f318e,224,224,RGB,JPEG,False,potato__early_blight__grp_00364,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67898,clean_dataset\potato_dataset\train\early_blight\67898.jpg,67898.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31531,f4a9fcb9fc50aeaa86c41c3297423186990d818721aaef1d77c2331fec6cb6fc,afe0f507c03f8a38,224,224,RGB,JPEG,False,potato__early_blight__grp_00368,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67899,clean_dataset\potato_dataset\train\early_blight\67899.jpg,67899.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30053,0f20608cbe858b6d9ab3c261dd0b3e6f1246ac5d6569a452b9a37be47fa3c55d,b889fd1783788f41,224,224,RGB,JPEG,False,potato__early_blight__grp_00369,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67909,clean_dataset\potato_dataset\train\early_blight\67909.jpg,67909.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29954,61c3787f2f152651777065c8825766ee432af3b823e876a9fd7646de97dec116,af97c59ac16485e2,224,224,RGB,JPEG,False,potato__early_blight__grp_00377,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67913,clean_dataset\potato_dataset\train\early_blight\67913.jpg,67913.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32583,e77d3f0bfca64d13e5e34e4ff774956a3deca27b71ccbaf01293bbdb6b8efd1f,a0201d99fc5fa07f,224,224,RGB,JPEG,False,potato__early_blight__grp_00381,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67919,clean_dataset\potato_dataset\train\early_blight\67919.jpg,67919.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30584,c55c8acbbc4e2249327757eaabb889350564dd2ea83c49a1734b8fb744ad2807,aaeae1c595949197,224,224,RGB,JPEG,False,potato__early_blight__grp_00386,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67958,clean_dataset\potato_dataset\train\early_blight\67958.jpg,67958.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31238,9404a4a7dc595e18ae8a4055091ecc8881215eee2b38af225d46736d5fed677a,ebb0b4956272e19a,224,224,RGB,JPEG,False,potato__early_blight__grp_00411,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67962,clean_dataset\potato_dataset\train\early_blight\67962.jpg,67962.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32052,1da0849a60a3ee58a8ef26c4f279b716bc122943eb4454882dbc80f78c9f7822,d3b425ca34cd1ac7,224,224,RGB,JPEG,False,potato__early_blight__grp_00414,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67963,clean_dataset\potato_dataset\train\early_blight\67963.jpg,67963.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31866,4090dc5517c33f8c558cc71efd4f2014e491343a878ba66903ee1d77f52b0468,ed9192cb93679834,224,224,RGB,JPEG,False,potato__early_blight__grp_00415,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67970,clean_dataset\potato_dataset\train\early_blight\67970.jpg,67970.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31700,0692856ca72e5ee95d5ec181b62d31dd4cb8b9b1ec466d172fd5a636310b38df,c64c28cb93b599b6,224,224,RGB,JPEG,False,potato__early_blight__grp_00419,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67978,clean_dataset\potato_dataset\train\early_blight\67978.jpg,67978.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30851,50292908f64fea393a4caba354366f6f54d07b0c877c4964d0d9166ba9d5d4fd,bf99b0dab098c7c0,224,224,RGB,JPEG,False,potato__early_blight__grp_00426,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_67999,clean_dataset\potato_dataset\train\early_blight\67999.jpg,67999.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33118,4153b1852998823f776d06c8fd75f1e21dfa4041fe03c70b20cb110a61061d79,80da3fe0b500779f,224,224,RGB,JPEG,False,potato__early_blight__grp_00441,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68001,clean_dataset\potato_dataset\train\early_blight\68001.jpg,68001.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32218,262cd6bc4972618ec89df4ad66d045d9c998df7a9b6175edd25dea181a80caf3,ff55f00a9a2e89b0,224,224,RGB,JPEG,False,potato__early_blight__grp_00442,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68009,clean_dataset\potato_dataset\train\early_blight\68009.jpg,68009.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32583,370f4bc4929ee5b1e4a002a60e9452d05b3e209b7783d1c3a2b9a06c25041523,aa67afcad4a1c017,224,224,RGB,JPEG,False,potato__early_blight__grp_00449,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68014,clean_dataset\potato_dataset\train\early_blight\68014.jpg,68014.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,28328,f349ee3855fdf41dff01ed451b35fa3e96d53bd5dcf78844fd8882dd896ff5c6,89fa96e11f817e03,224,224,RGB,JPEG,False,potato__early_blight__grp_00454,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68038,clean_dataset\potato_dataset\train\early_blight\68038.jpg,68038.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29312,91cd6c2eef7f417bbbb587303bd0f6ecaeb996fbce0dd6a8310d4a0fd2ed72b6,ae87b09fc3d8e4c0,224,224,RGB,JPEG,False,potato__early_blight__grp_00472,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68041,clean_dataset\potato_dataset\train\early_blight\68041.jpg,68041.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31684,30a832dc1c28643fbff632a2b0dd7fa40c8c4be9dc47b09c67070cd7d4f2016b,ba85b09ee1d8c738,224,224,RGB,JPEG,False,potato__early_blight__grp_00474,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68042,clean_dataset\potato_dataset\train\early_blight\68042.jpg,68042.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34597,3355f3238f2d82f5e88afff23959d64d63831977c933297a79c0f313b0c37133,a020bb9fc87ec768,224,224,RGB,JPEG,False,potato__early_blight__grp_00475,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68044,clean_dataset\potato_dataset\train\early_blight\68044.jpg,68044.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32333,7a105b6ac67441a8b6c88bfb3044645e44e6fd6425acaeebf9d98a4e95ed5f63,ab85b11ec369c671,224,224,RGB,JPEG,False,potato__early_blight__grp_00477,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68050,clean_dataset\potato_dataset\train\early_blight\68050.jpg,68050.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30057,0c8a64b1ec28b8b91317fa8f4a16953ace1d7e573219501fd364c2e7babb1f8d,eb686869c565cd94,224,224,RGB,JPEG,False,potato__early_blight__grp_00481,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68053,clean_dataset\potato_dataset\train\early_blight\68053.jpg,68053.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32624,d800b9e343ec9fc8464a88ff3a96a8f7105adb7b9d99fc53cec216f213713e1e,ff8f2094c6384ee1,224,224,RGB,JPEG,False,potato__early_blight__grp_00483,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68064,clean_dataset\potato_dataset\train\early_blight\68064.jpg,68064.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33619,2747ce9ad8a69b4e92fee4b59d1a58339890f4bbd0f4164682a9200fd3170096,fe0f253436329a33,224,224,RGB,JPEG,False,potato__early_blight__grp_00491,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68071,clean_dataset\potato_dataset\train\early_blight\68071.jpg,68071.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31788,7f7c2518bd9b75e62fb43b687ac807b2dd9156e61462209efc9cd9e8f7abd1ba,ff8fc598ca618864,224,224,RGB,JPEG,False,potato__early_blight__grp_00498,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68084,clean_dataset\potato_dataset\train\early_blight\68084.jpg,68084.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34504,3c5e4b7ca235e06b18bfe248aeb0f4c139896932d6779934c51053dd9144af38,8acb7fe4f058011f,224,224,RGB,JPEG,False,potato__early_blight__grp_00504,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68108,clean_dataset\potato_dataset\train\early_blight\68108.jpg,68108.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30599,3c858b49b1f207df6d0033804660c73d83beaeb0a41c646dd8ef0b9c7ee42036,aee4a48fc1cc9e98,224,224,RGB,JPEG,False,potato__early_blight__grp_00519,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
