image_id,filepath,filename,sha256,ground_truth,keras_fp32_pred,keras_fp32_conf,keras_fp32_margin,litert_float32_pred,litert_float32_conf,litert_float32_margin,litert_float16_pred,litert_float16_conf,litert_float16_margin,litert_int8_pred,litert_int8_conf,litert_int8_margin
clean_train_early_blight_67618,clean_dataset\potato_dataset\train\early_blight\67618.jpg,67618.jpg,2dc3ae6d248c5f6f5c52c9ac81d4d2b721ff77ea7c5b26cce550e883b3a08e34,early_blight,early_blight,13.3911,24.5271,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67640,clean_dataset\potato_dataset\train\early_blight\67640.jpg,67640.jpg,243372e4b0e7895bcd805430768d89f6f48963876701b24a8d34ff333682ffc2,early_blight,early_blight,12.3914,18.6292,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67658,clean_dataset\potato_dataset\train\early_blight\67658.jpg,67658.jpg,df9191d46ae48f5e0c563b4ed7d9331b03bf8147bf7b25cfbf899217d4e68a36,early_blight,early_blight,8.9026,16.1615,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67660,clean_dataset\potato_dataset\train\early_blight\67660.jpg,67660.jpg,af38891b95b91b62d23375aa933fd142db2cb35ecb0785e53b24fd91eb7ef7b3,early_blight,early_blight,11.1573,19.8068,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9995,0.9992
clean_train_early_blight_67662,clean_dataset\potato_dataset\train\early_blight\67662.jpg,67662.jpg,550af4fc9f307dcdaf7ba0591ab7d026904d7c7bb4d382090b797f65ac58e341,early_blight,early_blight,12.8304,21.583,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67675,clean_dataset\potato_dataset\train\early_blight\67675.jpg,67675.jpg,e79f043ed1de2e13828fe47b670ad01f4bf67d1265e7ad395a18e4c8aa5b7a55,early_blight,early_blight,15.954,27.3812,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67679,clean_dataset\potato_dataset\train\early_blight\67679.jpg,67679.jpg,db0e7b4acde7c1c128ed4dec0c8a0dd03b278f0f5b5b6c42e7017b32d92a0291,early_blight,early_blight,10.447,18.1365,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67684,clean_dataset\potato_dataset\train\early_blight\67684.jpg,67684.jpg,d7f9991a1be0bf15253d7f566f91b1a4476e5ba21ae6d84597566a42f3a2e36a,early_blight,early_blight,11.9621,18.1544,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67688,clean_dataset\potato_dataset\train\early_blight\67688.jpg,67688.jpg,d5fb1ee3202cf2aeaf142016a6d91b61ea66e258c658375d3ac2f62e16cc690e,early_blight,early_blight,11.2664,18.888,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67698,clean_dataset\potato_dataset\train\early_blight\67698.jpg,67698.jpg,0f1e6fd074660d0202a13082581ccb92343ca64367e86efab0c8c19f8aa4f492,early_blight,early_blight,14.9325,23.9513,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67701,clean_dataset\potato_dataset\train\early_blight\67701.jpg,67701.jpg,52bc73437203c522c1c0d42ec9bca8e551e8e025c813ee5981491843481e8135,early_blight,early_blight,13.4723,23.9757,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67717,clean_dataset\potato_dataset\train\early_blight\67717.jpg,67717.jpg,530b25b94fd565face5f283d0ce1eac470a823bbfad8df499458ba777b3e99fe,early_blight,early_blight,7.5338,12.0871,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9995,0.9992
clean_train_early_blight_67729,clean_dataset\potato_dataset\train\early_blight\67729.jpg,67729.jpg,50d84c74af3eb575a8e6ceacd13b9f18fbbce768daf58beb1472417872173e19,early_blight,early_blight,16.9162,28.8225,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67732,clean_dataset\potato_dataset\train\early_blight\67732.jpg,67732.jpg,61dac36e5a947ce92b417d215ea19e0c05ed7df620f3acd5829fa7eb3011c2e0,early_blight,early_blight,14.0758,22.6205,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67740,clean_dataset\potato_dataset\train\early_blight\67740.jpg,67740.jpg,b19fafca4585749c559097cbc340e100d5c4ced37f49e505d5f61ac3b1bfebde,early_blight,early_blight,8.4472,12.5474,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9971,0.9942
clean_train_early_blight_67750,clean_dataset\potato_dataset\train\early_blight\67750.jpg,67750.jpg,25cdc6f2053dd0f84a35160429f108979df1616aa62bc8541139de86f88c923e,early_blight,early_blight,12.169,19.9152,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67787,clean_dataset\potato_dataset\train\early_blight\67787.jpg,67787.jpg,8cf123e0e53cedf9557e8b5e6c9473e32ccc9317c2af2eb535b7ab193a201dc2,early_blight,early_blight,13.7731,23.4585,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67790,clean_dataset\potato_dataset\train\early_blight\67790.jpg,67790.jpg,161c18e4e018de6b29030fa14af704c37a59a3d7d23595497edf9f67461db683,early_blight,early_blight,9.83,16.3819,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67791,clean_dataset\potato_dataset\train\early_blight\67791.jpg,67791.jpg,fd4396f926803ea754759b30eb65ca57d4a9d74c6077b724dd206d1a9402ee3d,early_blight,early_blight,10.158,14.682,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9978,0.9956
clean_train_early_blight_67795,clean_dataset\potato_dataset\train\early_blight\67795.jpg,67795.jpg,67304ac883d963622aabbd23a5187f44f3370c921b992dd7a49197bcc53aa49d,early_blight,early_blight,14.9839,21.7501,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67799,clean_dataset\potato_dataset\train\early_blight\67799.jpg,67799.jpg,51d309e679dfc96988a2026fab3670f5fe37fdc1e2855df13da4e6191cd7ebd8,early_blight,early_blight,15.2623,24.8518,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67800,clean_dataset\potato_dataset\train\early_blight\67800.jpg,67800.jpg,94928820d3b860687d44f51e423034b948de83509072793511af8735268a3da2,early_blight,early_blight,16.6796,29.3057,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67804,clean_dataset\potato_dataset\train\early_blight\67804.jpg,67804.jpg,74bcd4c4c97134883d5fa3052b51a4daf7f24c642825809914c219e92f83dc0b,early_blight,early_blight,14.2619,23.8872,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67810,clean_dataset\potato_dataset\train\early_blight\67810.jpg,67810.jpg,1b9dc57813242c8cf5d09666fe3d00fc2ac7ee536dd2c6dcb89e8dd04e866a86,early_blight,early_blight,17.7488,29.7561,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67811,clean_dataset\potato_dataset\train\early_blight\67811.jpg,67811.jpg,7380754535476f54208ffcaba342cf89e856fb4fc04e14fe24d2cbe982daaf25,early_blight,early_blight,13.1694,20.3031,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67812,clean_dataset\potato_dataset\train\early_blight\67812.jpg,67812.jpg,10a95196e96f7b75a7018573d2beecc55935c0f2b64f922c9a2557a03f247af2,early_blight,early_blight,13.4785,20.8896,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67818,clean_dataset\potato_dataset\train\early_blight\67818.jpg,67818.jpg,cd1e98c060efe9f50956b226018f00affb4d874c6e5bf6a6465954e8675de69e,early_blight,early_blight,9.6588,16.6123,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67825,clean_dataset\potato_dataset\train\early_blight\67825.jpg,67825.jpg,f0d8c4598a5e6dd5ff4427e04a5e551e66ad41ad38fb73b52385b81c3e02ee09,early_blight,early_blight,9.3173,16.7491,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67840,clean_dataset\potato_dataset\train\early_blight\67840.jpg,67840.jpg,4f30d1622f16cfa5cc99d89dbdb6305d63e5ae1e051d7896ca25d12fa76bc04c,early_blight,early_blight,13.5511,22.2125,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67842,clean_dataset\potato_dataset\train\early_blight\67842.jpg,67842.jpg,bafe7d0265ef2db8eaa1fb518f24ae4145ff72336b696a85c87e1171910de992,early_blight,early_blight,13.6651,22.5444,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9997,0.9995
clean_train_early_blight_67847,clean_dataset\potato_dataset\train\early_blight\67847.jpg,67847.jpg,f14a743613dd726dcae00ca51eed88fb3c0539421c927774c5316e693084fecc,early_blight,early_blight,9.3212,17.6409,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.8051,0.6115
clean_train_early_blight_67849,clean_dataset\potato_dataset\train\early_blight\67849.jpg,67849.jpg,0df9347d4cf470e7bffed41acd608be9023eebf892405b2974d440474a09e1f3,early_blight,early_blight,9.695,16.3718,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67850,clean_dataset\potato_dataset\train\early_blight\67850.jpg,67850.jpg,b4dccc51abd272fceb46173cb6a6299e7e13767aece77871f2aaa958ac83c362,early_blight,early_blight,12.5864,20.6122,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67863,clean_dataset\potato_dataset\train\early_blight\67863.jpg,67863.jpg,62a3c9f540f0c9cd17c4b1afd89990ef7cff387283422c4f391fddd6acc723ce,early_blight,early_blight,11.7103,18.421,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67864,clean_dataset\potato_dataset\train\early_blight\67864.jpg,67864.jpg,f6037f09f7bcdda59db2df9e012bd3bc3466855c7bd60802181f2350a5c5e6d0,early_blight,early_blight,8.437,14.366,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67870,clean_dataset\potato_dataset\train\early_blight\67870.jpg,67870.jpg,af87f0d20a60984c1f4150762b025a531571ea0c3e6c9aebd6dde8e6e7d720ee,early_blight,early_blight,10.9247,20.8901,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67873,clean_dataset\potato_dataset\train\early_blight\67873.jpg,67873.jpg,8cf8607ecc75985ee86c12aa4574ecc59b9b85c5f547abd8560cce8defe4c416,early_blight,early_blight,13.7202,24.23,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67881,clean_dataset\potato_dataset\train\early_blight\67881.jpg,67881.jpg,497401c1def45dee77732eae0ebdc3ccb4e4f7eae846e07cec01e4640b6d0f4c,early_blight,early_blight,10.2437,15.3233,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9683,0.9366
clean_train_early_blight_67882,clean_dataset\potato_dataset\train\early_blight\67882.jpg,67882.jpg,da89f655cd625e4a26891a837ddf85f436f61f0bff782b24e6146af9d7a45286,early_blight,early_blight,17.8962,30.6951,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67888,clean_dataset\potato_dataset\train\early_blight\67888.jpg,67888.jpg,a88f93713d2507623078f06edf53a7598f2a3d615b8cd37a54f4fb7f3e7bdc5e,early_blight,early_blight,10.2666,16.4382,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9999,0.9999
clean_train_early_blight_67889,clean_dataset\potato_dataset\train\early_blight\67889.jpg,67889.jpg,b292ba35ec95575b4a6cd6d926732744c4d1b51b8469fe6ac2fa2b26439e8c4b,early_blight,early_blight,12.7908,22.8006,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67902,clean_dataset\potato_dataset\train\early_blight\67902.jpg,67902.jpg,99f6cb89fc36976d908316f00842831dbb52dfecd87e7dc49c4ce64a5dc5cffe,early_blight,early_blight,11.2165,18.3337,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67904,clean_dataset\potato_dataset\train\early_blight\67904.jpg,67904.jpg,7b110d932bd4a330c1b92a0ee102e1ecd7649f00921857cb950bc7f00c89252d,early_blight,early_blight,9.1623,15.3169,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9997,0.9993
clean_train_early_blight_67918,clean_dataset\potato_dataset\train\early_blight\67918.jpg,67918.jpg,4a72401f66c9f9c35b46f22805376a1bd3584cc37d94ee1374dc16ade7e73295,early_blight,early_blight,9.483,14.8492,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67921,clean_dataset\potato_dataset\train\early_blight\67921.jpg,67921.jpg,85f454d64554017612f03404f9f0df0eece96038b4066323bb6c52654b32ce9d,early_blight,early_blight,15.643,23.9155,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67946,clean_dataset\potato_dataset\train\early_blight\67946.jpg,67946.jpg,a40b4ce8941fdad61d9c75cfb9e2da0e928d71dec6e336ae8aa6d9fc99ece7ec,early_blight,early_blight,11.865,17.9141,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67952,clean_dataset\potato_dataset\train\early_blight\67952.jpg,67952.jpg,c79b87162be50cb0f3d5df1a3af1429ebeab5006c92a8b19b1764524d2b947bc,early_blight,early_blight,11.9969,20.6413,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67956,clean_dataset\potato_dataset\train\early_blight\67956.jpg,67956.jpg,fe5df550e7d7ac84269177f0f6852f3a90db9f41e7b2311279b0e07c7dcab0e1,early_blight,early_blight,12.1284,18.9206,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67957,clean_dataset\potato_dataset\train\early_blight\67957.jpg,67957.jpg,2e570c5afcd8a2f526b3c4ed709b10b437e7e3cc16405977ff263a8287c5797b,early_blight,early_blight,16.8901,28.2536,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67961,clean_dataset\potato_dataset\train\early_blight\67961.jpg,67961.jpg,000effbe8df49a574d3ad3fa6afd64d5b796f38fe4f08ad992d257c22af694d8,early_blight,early_blight,13.0283,21.6657,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67972,clean_dataset\potato_dataset\train\early_blight\67972.jpg,67972.jpg,f064edefd1b4b49e4a60749b74c33aa04689f4aec7c81a4a18514ad6a96b81dd,early_blight,early_blight,7.2719,12.3854,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_67993,clean_dataset\potato_dataset\train\early_blight\67993.jpg,67993.jpg,2fa15c89da387199724de72879238cbaaaaa0504f949ab360199e9b09eeee062,early_blight,early_blight,8.1124,14.189,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68034,clean_dataset\potato_dataset\train\early_blight\68034.jpg,68034.jpg,ed46ebc2cc3e71d1b1ae8437999d01563c68bd89b610e800051465a635dc0551,early_blight,early_blight,13.1061,23.5721,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68060,clean_dataset\potato_dataset\train\early_blight\68060.jpg,68060.jpg,5466d6b55839c2d87033bcfb3dee7a86bfc9d04b817aa009f69e603e38fa6fc2,early_blight,early_blight,14.7849,23.1703,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68065,clean_dataset\potato_dataset\train\early_blight\68065.jpg,68065.jpg,28e4c1a7d733f675ba545894ff31069c79b9eed9548fbd1492ea6302b622fee9,early_blight,early_blight,15.5649,26.3623,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68067,clean_dataset\potato_dataset\train\early_blight\68067.jpg,68067.jpg,65376762cd64c9456801d4ae6f73e6f98a2a86b218e357c950ec18bfaee4dc4a,early_blight,early_blight,10.9588,18.8339,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68082,clean_dataset\potato_dataset\train\early_blight\68082.jpg,68082.jpg,201c167d31e3476f3cbc0998de6c5dd469efe79f36954cdd8f1aa646fe4125cf,early_blight,early_blight,15.2798,26.3488,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68096,clean_dataset\potato_dataset\train\early_blight\68096.jpg,68096.jpg,a7c4eb64eb198b4f53833b0f2fbf46747f21d16f29e763c1ce2c3c3596685edb,early_blight,early_blight,12.3227,21.9994,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68114,clean_dataset\potato_dataset\train\early_blight\68114.jpg,68114.jpg,c84f0128abe7e3a85471ce1da6fa72bae3dcd2791a958d2fb022aa12fb8faf5f,early_blight,early_blight,14.4025,25.0209,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68116,clean_dataset\potato_dataset\train\early_blight\68116.jpg,68116.jpg,2224003c6e171d7a87bf8ff42f3c575653c69c2f0844cd4118e8d1904ab9ed0c,early_blight,early_blight,16.6898,27.8867,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68125,clean_dataset\potato_dataset\train\early_blight\68125.jpg,68125.jpg,177171577acda59349451388e66f0b0fe0520e60080618044706cd8a4f9f435b,early_blight,early_blight,14.4335,24.4874,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68141,clean_dataset\potato_dataset\train\early_blight\68141.jpg,68141.jpg,1e5c6a936fb47455988d7b368ee19fb397e4da4146d9f7ebe23ba3ea86f9fe9f,early_blight,early_blight,14.0934,24.5804,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68147,clean_dataset\potato_dataset\train\early_blight\68147.jpg,68147.jpg,696b31b85945a567a32fd55c7be7f0e693575cfdf4437495e6a590f20adc0ed0,early_blight,early_blight,13.8943,22.2773,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_68155,clean_dataset\potato_dataset\train\early_blight\68155.jpg,68155.jpg,c4275ecad71203dfa5061dca970f9049632db1a5e3aa4de35c00c8ae7fff5699,early_blight,early_blight,16.1789,24.9573,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
