image_id,filepath,filename,crop,class_label,dataset_source,existing_partition,batch_id,file_size_bytes,sha256,phash,width,height,mode,format,is_corrupt,group_id,family_size
clean_train_early_blight_67387,clean_dataset\potato_dataset\train\early_blight\67387.jpg,67387.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32345,ae6b0316adc51fb5bbf8ee229db37a9a9decaf7efe0582924d9ae804d30a08af,d555324659ea3a2b,224,224,RGB,JPEG,False,potato__early_blight__grp_00011,1
clean_train_early_blight_67389,clean_dataset\potato_dataset\train\early_blight\67389.jpg,67389.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32322,4eb57b9dd862191d1ddac98fea7a07b1e78170efe661011f9871bfaf8523d586,acec258977c9624d,224,224,RGB,JPEG,False,potato__early_blight__grp_00012,1
clean_train_early_blight_67390,clean_dataset\potato_dataset\train\early_blight\67390.jpg,67390.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31281,bfc544e198fd1ebca607b90066b583a8b526eac3ae1c56b3226f100c0f7bad52,be9fa1908ad2ccc9,224,224,RGB,JPEG,False,potato__early_blight__grp_00013,1
clean_train_early_blight_67393,clean_dataset\potato_dataset\train\early_blight\67393.jpg,67393.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32623,87ae9dfc0fa4aa2db9b94aaeb5da25eebc98c07863d1cff9635b073d163c7407,aa4ef06b636f4864,224,224,RGB,JPEG,False,potato__early_blight__grp_00014,1
clean_train_early_blight_67395,clean_dataset\potato_dataset\train\early_blight\67395.jpg,67395.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31807,2aa812c01386f747321d4eca4610cd5fd7b919e405ead2899446a2c3575813fc,eec2a58d24cd33e4,224,224,RGB,JPEG,False,potato__early_blight__grp_00015,1
clean_train_early_blight_67398,clean_dataset\potato_dataset\train\early_blight\67398.jpg,67398.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29643,30ada51f93e045cbf6969fc897dbc009f7ac19ff9f3137b8ecb96e7c796cf44c,a284f4fbd96cc550,224,224,RGB,JPEG,False,potato__early_blight__grp_00016,1
clean_train_early_blight_67400,clean_dataset\potato_dataset\train\early_blight\67400.jpg,67400.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31774,5b1249e80ea626e87dd7df64c264e2b4ee632a0b50b9b5c4a647659cc5c57d55,fdd0e01ba7609761,224,224,RGB,JPEG,False,potato__early_blight__grp_00017,1
clean_train_early_blight_67403,clean_dataset\potato_dataset\train\early_blight\67403.jpg,67403.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30519,5874a1d1091d86fc887e5c66f283b1d73b84117cb2e8eb1c18ef83806c2aad8a,d5f0ea0789989db8,224,224,RGB,JPEG,False,potato__early_blight__grp_00018,1
clean_train_early_blight_67404,clean_dataset\potato_dataset\train\early_blight\67404.jpg,67404.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33061,342fa40db979ddd2f9a0e09b050cf9b07090183d901e5115fa31b4ba8ea4c9bb,d5e4aa4a95a994b5,224,224,RGB,JPEG,False,potato__early_blight__grp_00019,1
clean_train_early_blight_67405,clean_dataset\potato_dataset\train\early_blight\67405.jpg,67405.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32771,94c2cb1cc009e357af8de1447e6345d4f66a3fe1f57aa64969aad2e2ea55a678,9a4eeba1e1438d99,224,224,RGB,JPEG,False,potato__early_blight__grp_00020,1
clean_train_early_blight_67406,clean_dataset\potato_dataset\train\early_blight\67406.jpg,67406.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33461,8fb9843998a86345dfe3e334dae3abb625d5acce2747e2150298f79ce58965d5,825fbfa2bc25c903,224,224,RGB,JPEG,False,potato__early_blight__grp_00021,1
clean_train_early_blight_67408,clean_dataset\potato_dataset\train\early_blight\67408.jpg,67408.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31793,98089f54fa661e13956ac69b32742ebb7e12844b63ae9cf335ba19cebc78cc60,ebd2918a96199a3d,224,224,RGB,JPEG,False,potato__early_blight__grp_00022,1
clean_train_early_blight_67410,clean_dataset\potato_dataset\train\early_blight\67410.jpg,67410.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30742,ce289662c44631b6ffb52cd59e13e1486b2e2c2a554c0454fdd45d11d654cde8,d6a46ab515562b6a,224,224,RGB,JPEG,False,potato__early_blight__grp_00023,1
clean_train_early_blight_67411,clean_dataset\potato_dataset\train\early_blight\67411.jpg,67411.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30881,7b45f42b97867d232524f4862f53d4b26117c85604d2bba43a6b6a82f78c239f,fe89a094865add63,224,224,RGB,JPEG,False,potato__early_blight__grp_00024,1
clean_train_early_blight_67412,clean_dataset\potato_dataset\train\early_blight\67412.jpg,67412.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,28982,454524c8612e04a3e7539848d81c2ea04dd910a1a71bbc1e09b77192fd5d0d61,d53aaab5945692ca,224,224,RGB,JPEG,False,potato__early_blight__grp_00025,1
clean_train_early_blight_67413,clean_dataset\potato_dataset\train\early_blight\67413.jpg,67413.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29148,ab63750ba4530b1181eb46bb623e6abf241557ccc25205150bb6b985721d7f8d,eae464bbc6319cc2,224,224,RGB,JPEG,False,potato__early_blight__grp_00026,1
clean_train_early_blight_67415,clean_dataset\potato_dataset\train\early_blight\67415.jpg,67415.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31682,d1df618fd2c5704be84fe65b72da1ed0770caee93205fd99d21bc45ae471a9a4,df22f85d151094eb,224,224,RGB,JPEG,False,potato__early_blight__grp_00027,1
clean_train_early_blight_67417,clean_dataset\potato_dataset\train\early_blight\67417.jpg,67417.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32092,e88a898bfa87cb3bf3dac35b37ed77d06503508fd555b05c1c37b9dd147248fa,d5b26a91ae4c3578,224,224,RGB,JPEG,False,potato__early_blight__grp_00028,1
clean_train_early_blight_67420,clean_dataset\potato_dataset\train\early_blight\67420.jpg,67420.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31460,59e54d366f0d9af79cd7e02622450bf055a7c63530bffe9d772d346d21621b72,bac2c40b933d9bb4,224,224,RGB,JPEG,False,potato__early_blight__grp_00029,1
clean_train_early_blight_67423,clean_dataset\potato_dataset\train\early_blight\67423.jpg,67423.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31473,3e58abbf94861bbf215b3ef397bd8077bd30f9daaa45e7d3be9c460d60d6abc1,eacaa5cb959f9024,224,224,RGB,JPEG,False,potato__early_blight__grp_00030,1
clean_train_early_blight_67424,clean_dataset\potato_dataset\train\early_blight\67424.jpg,67424.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,27912,b6c24fa2b74940d44f37816a01496f2e2bb220c64be79ec83bd523e63736d4db,ab6ad664c962660f,224,224,RGB,JPEG,False,potato__early_blight__grp_00031,1
clean_train_early_blight_67425,clean_dataset\potato_dataset\train\early_blight\67425.jpg,67425.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32205,6b8abac332b7387c73051aee16e3eda1ae0d2584816edba9ab779e67d7a2e0b7,efc9806b85678c2d,224,224,RGB,JPEG,False,potato__early_blight__grp_00032,1
clean_train_early_blight_67426,clean_dataset\potato_dataset\train\early_blight\67426.jpg,67426.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,35290,0222926a696ebb00962c700f8f934b574c7114ef127a730db0a1572544ba9788,bf181760f04fcb46,224,224,RGB,JPEG,False,potato__early_blight__grp_00033,1
clean_train_early_blight_67427,clean_dataset\potato_dataset\train\early_blight\67427.jpg,67427.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30513,280c072fe7bc255dd57e86ac0bd0f6d7d8cdd2082e3ee50929a3f5b1c19089fc,8a3fadd0f500d70b,224,224,RGB,JPEG,False,potato__early_blight__grp_00034,1
clean_train_early_blight_67428,clean_dataset\potato_dataset\train\early_blight\67428.jpg,67428.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32301,41a8784d59d6148c41a345720c158e29b3b3cc5ed2ce72508497fc4bbe93ae63,d755e00f9e04db32,224,224,RGB,JPEG,False,potato__early_blight__grp_00035,1
clean_train_early_blight_67429,clean_dataset\potato_dataset\train\early_blight\67429.jpg,67429.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31888,2aefd73a5e33b9899b10bbc2c7774989a60a503e3b922ae98c4802509f95ada6,dd3972d6c2cc85c2,224,224,RGB,JPEG,False,potato__early_blight__grp_00036,1
clean_train_early_blight_67430,clean_dataset\potato_dataset\train\early_blight\67430.jpg,67430.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30468,8deae1c84fb9eff40c2dfff62b6773b06515299cb7e6c42669965614bf3f04bd,beada094cb98cdc1,224,224,RGB,JPEG,False,potato__early_blight__grp_00037,1
clean_train_early_blight_67432,clean_dataset\potato_dataset\train\early_blight\67432.jpg,67432.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29792,6cc18ed3ca9a8d0e828922f899c6c75e33cb062bd0196bc30f1508a964f38a68,ff8ba0b58e509a4a,224,224,RGB,JPEG,False,potato__early_blight__grp_00038,1
clean_train_early_blight_67433,clean_dataset\potato_dataset\train\early_blight\67433.jpg,67433.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30879,3d5ab84b9257ec3739b6cc533ba4e61603cde958e1c1f8d9a775135462671c80,df0ee097c350ab70,224,224,RGB,JPEG,False,potato__early_blight__grp_00039,1
clean_train_early_blight_67434,clean_dataset\potato_dataset\train\early_blight\67434.jpg,67434.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31278,8d3288ccbd5a78f94a2e2b9757f853283f15c448c1d3f505c9b9ffccb4d4b682,d7faeaa185179450,224,224,RGB,JPEG,False,potato__early_blight__grp_00040,1
clean_train_early_blight_67435,clean_dataset\potato_dataset\train\early_blight\67435.jpg,67435.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32329,9c6ed78c6c0f1b7a5b7cc059257452dbc586a28b864b79012c7557d4d08456fd,ed22a85d96f29383,224,224,RGB,JPEG,False,potato__early_blight__grp_00041,1
clean_train_early_blight_67436,clean_dataset\potato_dataset\train\early_blight\67436.jpg,67436.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32170,804419b3f92b98adb89dfcad3de8954590ed9728c0630f916956b154171fbae0,fc0a613f9712da49,224,224,RGB,JPEG,False,potato__early_blight__grp_00042,1
clean_train_early_blight_67439,clean_dataset\potato_dataset\train\early_blight\67439.jpg,67439.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32583,2990d793a93267f6aa2ce10a7129d56284f186169e549b2b8a3798e3935d0b90,8ff0fd01d01fc30b,224,224,RGB,JPEG,False,potato__early_blight__grp_00043,1
clean_train_early_blight_67441,clean_dataset\potato_dataset\train\early_blight\67441.jpg,67441.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34998,a73197b37edbc76916bcd1d6d7a634b247b851978023960355a294a21477cdce,e7e8c86bc227a5a8,224,224,RGB,JPEG,False,potato__early_blight__grp_00044,1
clean_train_early_blight_67442,clean_dataset\potato_dataset\train\early_blight\67442.jpg,67442.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31021,c9342d472bd8d3058b906077ce86eacf1d395a3a5aa6ce922276c604a4211dae,ea2d855391fad252,224,224,RGB,JPEG,False,potato__early_blight__grp_00045,1
clean_train_early_blight_67443,clean_dataset\potato_dataset\train\early_blight\67443.jpg,67443.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32390,2dddd892401ec666f5f5ed300607be3383cb7767193c89eb7e2a4e25199a6315,d754e80a852b9fb1,224,224,RGB,JPEG,False,potato__early_blight__grp_00046,1
clean_train_early_blight_67444,clean_dataset\potato_dataset\train\early_blight\67444.jpg,67444.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30191,26e7c546b4829bb857df622bcc1f1e596a059b416c686f27ba5068f590a0ee36,bf86d425cb9a8d18,224,224,RGB,JPEG,False,potato__early_blight__grp_00047,1
clean_train_early_blight_67445,clean_dataset\potato_dataset\train\early_blight\67445.jpg,67445.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33471,5ec9c4283d03950e6920e55f138b5cb894be37b4d1ecbce9e599510fc8e9f1f4,aa4afda5c4854d9a,224,224,RGB,JPEG,False,potato__early_blight__grp_00048,1
clean_train_early_blight_67447,clean_dataset\potato_dataset\train\early_blight\67447.jpg,67447.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31816,465726ce74ac9358e1b9b167114ab0da985fd92e440a83d00ad61e59bb3fe5b8,ff2ba8d48550946e,224,224,RGB,JPEG,False,potato__early_blight__grp_00049,1
clean_train_early_blight_67449,clean_dataset\potato_dataset\train\early_blight\67449.jpg,67449.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,28851,1e9e6f693a0fcd53c75e3f28e09b446ba51131cf74c6f6d33606a775cc9dd521,a894975ac86de572,224,224,RGB,JPEG,False,potato__early_blight__grp_00050,1
clean_train_early_blight_67450,clean_dataset\potato_dataset\train\early_blight\67450.jpg,67450.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32034,1e378c605af4166e20aa52f547c4bb75b26fb09fef977c5a5afbbdfeea0c5974,aa52b5c19aee9c91,224,224,RGB,JPEG,False,potato__early_blight__grp_00051,1
clean_train_early_blight_67452,clean_dataset\potato_dataset\train\early_blight\67452.jpg,67452.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34274,3f85cb3adc454e8375b5b4bca960bd62e9a60278110425976177e09c4f31d775,8e69fc12f007037f,224,224,RGB,JPEG,False,potato__early_blight__grp_00052,1
clean_train_early_blight_67455,clean_dataset\potato_dataset\train\early_blight\67455.jpg,67455.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32589,501faa22b1b47845a25eec54953d28dc4823b2154e4bf20f034f5e2229ebf679,fdbae8d0c5a20716,224,224,RGB,JPEG,False,potato__early_blight__grp_00053,1
clean_train_early_blight_67456,clean_dataset\potato_dataset\train\early_blight\67456.jpg,67456.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33971,0e90e02941cb026034fadab167c96743c5acd5c8a67926a3f2faf1b3e1d9ff8b,dca8e2c58756d31a,224,224,RGB,JPEG,False,potato__early_blight__grp_00054,1
clean_train_early_blight_67458,clean_dataset\potato_dataset\train\early_blight\67458.jpg,67458.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,27770,b74fc07ac1a016869fe839028fbb2601dad2328a83079c81d9414b08ecccbcdd,ab9461c7369af2c8,224,224,RGB,JPEG,False,potato__early_blight__grp_00055,1
clean_train_early_blight_67459,clean_dataset\potato_dataset\train\early_blight\67459.jpg,67459.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31169,60eea63e583f1a124dd82c891cd6d1cdfbcb4bce52d616e4ff148c8b3208f667,fe85c2d48f628966,224,224,RGB,JPEG,False,potato__early_blight__grp_00056,1
clean_train_early_blight_67460,clean_dataset\potato_dataset\train\early_blight\67460.jpg,67460.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31328,ddf4804efc003ab52d9ddb798c490041423d429f28c510b24e5980a6598a38e4,d5f0ea83ab5e8d08,224,224,RGB,JPEG,False,potato__early_blight__grp_00057,1
clean_train_early_blight_67463,clean_dataset\potato_dataset\train\early_blight\67463.jpg,67463.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32100,399cdaea40f945a7ed4ffdd93519e4a75b3d4bc8848fd1e8498cdaa846e36583,ee87b49ae2c8ad48,224,224,RGB,JPEG,False,potato__early_blight__grp_00058,1
clean_train_early_blight_67464,clean_dataset\potato_dataset\train\early_blight\67464.jpg,67464.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30419,eb2ede720f6c03bf23d92accbc62915135fd773d1fa29d775a2e8b19ccf040af,df0f80d0cacbe964,224,224,RGB,JPEG,False,potato__early_blight__grp_00059,1
clean_train_early_blight_67465,clean_dataset\potato_dataset\train\early_blight\67465.jpg,67465.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30069,3316a0c5299e3d7ef2cb0ea126554fea6ed565314d99cda5f47b12d1794d18ab,fb2f2534921a9b89,224,224,RGB,JPEG,False,potato__early_blight__grp_00060,1
clean_train_early_blight_67466,clean_dataset\potato_dataset\train\early_blight\67466.jpg,67466.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34026,8b0da3e036c69059b682ccd1b03cfd086a899b814d14844f41725aa2ce62d265,ee62a1c9d41c9e39,224,224,RGB,JPEG,False,potato__early_blight__grp_00061,1
clean_train_early_blight_67467,clean_dataset\potato_dataset\train\early_blight\67467.jpg,67467.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32125,4b598aa6b6a5f176bf12b6896ca7b68ee92012e6b4ebdef04e1433f237a894ce,ff50904adf34da18,224,224,RGB,JPEG,False,potato__early_blight__grp_00062,1
clean_train_early_blight_67468,clean_dataset\potato_dataset\train\early_blight\67468.jpg,67468.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30428,1b7b01c802a03105ba569ff8b90bc5c49649ff0f5a21680abfeeac91b4a01167,8080f85fe3386ff8,224,224,RGB,JPEG,False,potato__early_blight__grp_00063,1
clean_train_early_blight_67470,clean_dataset\potato_dataset\train\early_blight\67470.jpg,67470.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30532,218413ff2c734c0719a45b660429ddef4fa9e29dff572a0332d6a2986f5ee384,847ed100df199fb8,224,224,RGB,JPEG,False,potato__early_blight__grp_00064,1
clean_train_early_blight_67471,clean_dataset\potato_dataset\train\early_blight\67471.jpg,67471.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29038,21faebbab6c2d60da3656b7529c73bb56352106d01e8bfdc921e679135f10c29,abc3648db237c334,224,224,RGB,JPEG,False,potato__early_blight__grp_00065,1
clean_train_early_blight_67472,clean_dataset\potato_dataset\train\early_blight\67472.jpg,67472.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29182,f15a9f80bb604fd864248930c63055203674b009a8038cf8833a0fd0b6369d1d,aa8da5958678cc67,224,224,RGB,JPEG,False,potato__early_blight__grp_00066,1
clean_train_early_blight_67473,clean_dataset\potato_dataset\train\early_blight\67473.jpg,67473.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34778,b057ab0c19da87bbdc5f75c8cbd8d9a334799ba0bab310920814665fcb056834,acb633d8050fd365,224,224,RGB,JPEG,False,potato__early_blight__grp_00067,1
clean_train_early_blight_67475,clean_dataset\potato_dataset\train\early_blight\67475.jpg,67475.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33434,fd6ca124dba53f6da4c4baf785073b53e39fdbc787f3f1a1e3c285127475ad65,92e5ad1b709d8372,224,224,RGB,JPEG,False,potato__early_blight__grp_00068,1
clean_train_early_blight_67476,clean_dataset\potato_dataset\train\early_blight\67476.jpg,67476.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34294,c3e6c06d54d5dd9a7b987ba5c950b87e1d16fc56e0a448c22e904d6961eaca92,d5516a0f8dcd1c5c,224,224,RGB,JPEG,False,potato__early_blight__grp_00069,1
clean_train_early_blight_67477,clean_dataset\potato_dataset\train\early_blight\67477.jpg,67477.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29817,8cdd5e9b97fe20fc1aa3fca066ba320896e71ce962cdcde77bc614379dcd110a,fc94c1f08e479c6c,224,224,RGB,JPEG,False,potato__early_blight__grp_00070,1
clean_train_early_blight_67479,clean_dataset\potato_dataset\train\early_blight\67479.jpg,67479.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29994,c6a3533865adea624e4a012f225fd80791dbd009c38a74c5dfea2b8fa359970d,bb83f03cc7601e87,224,224,RGB,JPEG,False,potato__early_blight__grp_00071,1
clean_train_early_blight_67480,clean_dataset\potato_dataset\train\early_blight\67480.jpg,67480.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31686,71390bdd68af75127d16f64b239aeb0d93647935dd9f1ed13e8f2ba5bbcf86f7,8b5ebd307007f263,224,224,RGB,JPEG,False,potato__early_blight__grp_00072,1
clean_train_early_blight_67481,clean_dataset\potato_dataset\train\early_blight\67481.jpg,67481.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33978,cb9cb4c41dbd73e7ac424fcbaa4bfb2efbbfad2949384796e4b62dcef4016f52,eb50604b636de22f,224,224,RGB,JPEG,False,potato__early_blight__grp_00073,1
clean_train_early_blight_67483,clean_dataset\potato_dataset\train\early_blight\67483.jpg,67483.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34575,5d1b96fad04eb9a1b1d6f4343a3e6ca4629265b0698db3dd5e65aa82e8c06f5c,a2d234cdb68dfa44,224,224,RGB,JPEG,False,potato__early_blight__grp_00074,1
clean_train_early_blight_67484,clean_dataset\potato_dataset\train\early_blight\67484.jpg,67484.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31010,87eaa9a34e6330e36c5bc1de5be79fcd2c3044d99ba6e66432168b83ba0bb3bf,fd2ea8f48451d24b,224,224,RGB,JPEG,False,potato__early_blight__grp_00075,1
clean_train_early_blight_67485,clean_dataset\potato_dataset\train\early_blight\67485.jpg,67485.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,28857,2e638231ab1d23e0d8a2854ebb2cf1f92bb9e82d5a9aaf94f8e031308e017a93,acf02dc617cc12ed,224,224,RGB,JPEG,False,potato__early_blight__grp_00076,1
clean_train_early_blight_67486,clean_dataset\potato_dataset\train\early_blight\67486.jpg,67486.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30445,e25e27bf2451b127493a3af564aecb76962ddb0a7be8b7eb49acb95a8647e9be,fb99c45897639864,224,224,RGB,JPEG,False,potato__early_blight__grp_00077,1
clean_train_early_blight_67488,clean_dataset\potato_dataset\train\early_blight\67488.jpg,67488.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30722,beb7aaa82e25560876475774c32deeaf93bdfe6fbb80f1391157230fc4cd98ac,fe2bac35b43096c2,224,224,RGB,JPEG,False,potato__early_blight__grp_00078,1
clean_train_early_blight_67489,clean_dataset\potato_dataset\train\early_blight\67489.jpg,67489.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34581,35d1ea8efeacc785c78d34efaa14edeef6c05b8a177499d8c5c0db8055e16c1b,aa5ab521cbcf981c,224,224,RGB,JPEG,False,potato__early_blight__grp_00079,1
clean_train_early_blight_67491,clean_dataset\potato_dataset\train\early_blight\67491.jpg,67491.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33960,8efbe39ce2652e15ef346b4131bd818677eb0e4a8d1ab48bae4a8f6f608ef77a,f5678351388fc3a4,224,224,RGB,JPEG,False,potato__early_blight__grp_00080,1
clean_train_early_blight_67492,clean_dataset\potato_dataset\train\early_blight\67492.jpg,67492.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33243,fe5d021a172c30725cf74df0a25a819581692551cd918f82688b04b981592dae,a814fedbc8f8c5c0,224,224,RGB,JPEG,False,potato__early_blight__grp_00081,1
clean_train_early_blight_67493,clean_dataset\potato_dataset\train\early_blight\67493.jpg,67493.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34876,81afea36a63654aa1e28f8abd217a0afbea1b0810c5c743dd8cb1435576dfa67,fed4e18b9a1db0a0,224,224,RGB,JPEG,False,potato__early_blight__grp_00082,1
