image_id,filename,path,crop,class,source,file_size,sha256,dhash,family_id,split
80620,80620.jpg,clean_dataset/tomato_dataset/val/early_blight/80620.jpg,tomato,early_blight,tomato_dataset,28533,9365c227592f7d814a673a83579bdbc97893b9d253496b8d7c39a44467cd7523,507524858261482392,16,val
80626,80626.jpg,clean_dataset/tomato_dataset/val/early_blight/80626.jpg,tomato,early_blight,tomato_dataset,24189,5c00d8a9d0f5565001a3dcf97658c5b9a498392fc537e019a242332d1b03e348,10312785447243712415,17,val
80628,80628.jpg,clean_dataset/tomato_dataset/val/early_blight/80628.jpg,tomato,early_blight,tomato_dataset,25791,231a3bc766c258734864413eaa211197e6238278e12c731e66be689d17a8ca04,5154100821105217179,18,train
80638,80638.jpg,clean_dataset/tomato_dataset/val/early_blight/80638.jpg,tomato,early_blight,tomato_dataset,23762,be3e1536f2df47f2593710869c19e4da031dda179ccd4f8e4c5d756dd7f4b48f,1015292350139291928,19,val
80642,80642.jpg,clean_dataset/tomato_dataset/val/early_blight/80642.jpg,tomato,early_blight,tomato_dataset,24502,a8cd15570e221b41a3ecebf3c9356f7c7969848c47ee1c54c0bac680dc507e97,505277352571932194,20,test
80643,80643.jpg,clean_dataset/tomato_dataset/val/early_blight/80643.jpg,tomato,early_blight,tomato_dataset,23323,525d68354a1f458fe4b0592067188a7779d555e661edafd86e73986c4d5a20a0,1120849607599045750,21,test
80646,80646.jpg,clean_dataset/tomato_dataset/val/early_blight/80646.jpg,tomato,early_blight,tomato_dataset,23176,0661d44957b26db46968d944b734c0a2536ceabab548e9ca6bf26940a17f4efd,1088498262538139452,22,val
80671,80671.jpg,clean_dataset/tomato_dataset/val/early_blight/80671.jpg,tomato,early_blight,tomato_dataset,26792,e05cb68a49132dfd4be835cb509ff0bf4fc535c81c2cea19051a740756e84afc,16393537085667739415,23,train
80674,80674.jpg,clean_dataset/tomato_dataset/val/early_blight/80674.jpg,tomato,early_blight,tomato_dataset,24574,af4291813f2ad2aff644331cdb6ffb5d394d6c32d630ca3818d55c4f3d90d2a1,10393250260309217262,24,train
80677,80677.jpg,clean_dataset/tomato_dataset/val/early_blight/80677.jpg,tomato,early_blight,tomato_dataset,29095,92c23a6c861846a126259fe8262632a301efced5a952622180fcf04d98feaf8c,17064024182443949822,25,train
80690,80690.jpg,clean_dataset/tomato_dataset/val/early_blight/80690.jpg,tomato,early_blight,tomato_dataset,24170,dc3d032c0e221c6756d99aaea1044b7d4aa429cbfbcffb696256a1e6c9172266,1082569369589463823,26,val
80694,80694.jpg,clean_dataset/tomato_dataset/val/early_blight/80694.jpg,tomato,early_blight,tomato_dataset,27984,96e265f605897a50a5b93daa44c599327f1c5dda96b4fe9300f3963046e5a4e0,72631660175467317,27,train
80696,80696.jpg,clean_dataset/tomato_dataset/val/early_blight/80696.jpg,tomato,early_blight,tomato_dataset,27068,98bdb6a782794bd036c3c2983f78947fe6e8fec6fa1a1f7fa1e6ad48fb28a9cd,9513602532924536118,28,train
80697,80697.jpg,clean_dataset/tomato_dataset/val/early_blight/80697.jpg,tomato,early_blight,tomato_dataset,25075,885be532e4c6e424d4432136cd2f7f56c453542b3d80df80dceb3af237e599d4,508637459738205980,29,train
80710,80710.jpg,clean_dataset/tomato_dataset/val/early_blight/80710.jpg,tomato,early_blight,tomato_dataset,28227,a80f78e3bc778287a57fa3d056aa33e015d0196e72770765477df13eeca19a59,10720263706981772936,30,train
80725,80725.jpg,clean_dataset/tomato_dataset/val/early_blight/80725.jpg,tomato,early_blight,tomato_dataset,25705,7d724b4612461e0b67b9c4fbbac37e4520d63bbeb04e61196189cb475c822bca,81921360350494495,31,train
80732,80732.jpg,clean_dataset/tomato_dataset/val/early_blight/80732.jpg,tomato,early_blight,tomato_dataset,26547,df1f00148ac76cbae087f7cf1f6e55c171b3cb296caa746db66cb31c6abcca12,9807720011991062479,32,train
80735,80735.jpg,clean_dataset/tomato_dataset/val/early_blight/80735.jpg,tomato,early_blight,tomato_dataset,34413,472df06e792d59f5a21fe8a2d3e257a0a80241179acb1346876a3bfccf7920ff,17063729502760696970,33,train
80756,80756.jpg,clean_dataset/tomato_dataset/val/early_blight/80756.jpg,tomato,early_blight,tomato_dataset,22804,b5b6cf6ea0dd788509cc85fd1193fc4802a3973fcd1041ec4048d1e666d8be09,1010533834000893452,34,test
80758,80758.jpg,clean_dataset/tomato_dataset/val/early_blight/80758.jpg,tomato,early_blight,tomato_dataset,24082,e8e2e790189c7abebb0f3ba6c81ecfa04c5bb5726f64c61af582d220df532c07,10236443803173193477,35,val
80775,80775.jpg,clean_dataset/tomato_dataset/val/early_blight/80775.jpg,tomato,early_blight,tomato_dataset,29117,8965f71b755502eb45739aa30f21d8da021c5ea019ec3f8cf676b15433c45573,2037389759971182244,36,train
80784,80784.jpg,clean_dataset/tomato_dataset/val/early_blight/80784.jpg,tomato,early_blight,tomato_dataset,22900,5a12d2f3412bf033d880a9c0d57df4d2a5c68d1a2e0681bba1fc74fa3c2a54e8,5066016383372441359,37,val
80788,80788.jpg,clean_dataset/tomato_dataset/val/early_blight/80788.jpg,tomato,early_blight,tomato_dataset,32680,3731377924ec3e41d902da3c237230e1350c90861fef784a0c30626a27c289b5,6360985532958339891,38,train
80792,80792.jpg,clean_dataset/tomato_dataset/val/early_blight/80792.jpg,tomato,early_blight,tomato_dataset,30441,e85ad0531a769b0f636d5dcb3c9680660adf5d634f78803d9678f107799a584b,14383093284353155972,39,train
80806,80806.jpg,clean_dataset/tomato_dataset/val/early_blight/80806.jpg,tomato,early_blight,tomato_dataset,27989,df6663b0c8bae0d2481fe615eb92e7ddf689b2fcc3cc29526669c1b7b2d89c36,14779520229368020094,40,test
80809,80809.jpg,clean_dataset/tomato_dataset/val/early_blight/80809.jpg,tomato,early_blight,tomato_dataset,28155,94b01d737aafebf575f3a4555eaef142de6e8f23ce2e28e6d93e7c17117545e6,15680573011368354061,41,train
80813,80813.jpg,clean_dataset/tomato_dataset/val/early_blight/80813.jpg,tomato,early_blight,tomato_dataset,32935,e77e91235053ab4ff927f534ebbb681ef4ae091b3dee3a527c854dc545413cc9,5532182205732835609,42,train
80814,80814.jpg,clean_dataset/tomato_dataset/val/early_blight/80814.jpg,tomato,early_blight,tomato_dataset,22393,7fbcc35426de9d422e390a0c56e6d78f69da0414d2fe4ba28962db30b5b88648,9729753350337924911,43,train
80820,80820.jpg,clean_dataset/tomato_dataset/val/early_blight/80820.jpg,tomato,early_blight,tomato_dataset,23975,c735e1495de9438b62a7989b9cfb5bb1f58837658a5cde548f13820530ee9bcb,9299660101455914764,44,train
80827,80827.jpg,clean_dataset/tomato_dataset/val/early_blight/80827.jpg,tomato,early_blight,tomato_dataset,20697,51d771676ef81fa4b74cc602583e15180d4952b55a8468e5458ab044ca5b7b11,14343836356062441279,45,train
80847,80847.jpg,clean_dataset/tomato_dataset/val/early_blight/80847.jpg,tomato,early_blight,tomato_dataset,28141,4adad97562ca05858d0bfff16564572f0be50f163a9d58133b3dce35c9e80568,16541474521577127807,46,val
80849,80849.jpg,clean_dataset/tomato_dataset/val/early_blight/80849.jpg,tomato,early_blight,tomato_dataset,20236,27e51700088f6000f42cabfa25af61a55d806ad4838bdec7a7a6a961bf9cc479,1676754171931231503,47,train
80854,80854.jpg,clean_dataset/tomato_dataset/val/early_blight/80854.jpg,tomato,early_blight,tomato_dataset,27769,bca60a538dd9a4b30bc34c80d555bfb1f1c112df3d6b7ba01c8d567e29aeed58,17728157259683712451,48,train
80863,80863.jpg,clean_dataset/tomato_dataset/val/early_blight/80863.jpg,tomato,early_blight,tomato_dataset,27456,b0cb3c560320cbee12a050ecaa066a82805fed5eb9207937b9b97e7aaad029eb,2098412612348229404,49,train
80875,80875.jpg,clean_dataset/tomato_dataset/val/early_blight/80875.jpg,tomato,early_blight,tomato_dataset,31921,c94f8bda409621d4fd57245692eb116d74e280c45e1ba68a995e0182b082a1c4,4187809113166672703,50,val
80883,80883.jpg,clean_dataset/tomato_dataset/val/early_blight/80883.jpg,tomato,early_blight,tomato_dataset,25420,59919d3bd79eae1b5c55cbd93a096dfc1ac4f8a0d30f58d748729e4f1eb3e0f6,2366724261047698435,51,train
80895,80895.jpg,clean_dataset/tomato_dataset/val/early_blight/80895.jpg,tomato,early_blight,tomato_dataset,30047,f0034c3c16380da0d53619cd5429ae58a3534e06acb0c4eee06373b1a6695b54,1241362056831254791,52,train
80899,80899.jpg,clean_dataset/tomato_dataset/val/early_blight/80899.jpg,tomato,early_blight,tomato_dataset,21487,b9cd32f387c638785db34215f9a54a8c19bf00aa5897b50e1b244a05a31748d0,1015301239110572953,53,val
80907,80907.jpg,clean_dataset/tomato_dataset/val/early_blight/80907.jpg,tomato,early_blight,tomato_dataset,21283,083f699afe384f56fbc739ded3bcdc56f640669565e1930d3c31bf40ab006f1d,16655265124624594942,54,train
80909,80909.jpg,clean_dataset/tomato_dataset/val/early_blight/80909.jpg,tomato,early_blight,tomato_dataset,28590,fff955c2dcf3a745b71541a408b65487a83ccc393eae94e5ba2441260fa9d450,10128036215703210764,55,train
80927,80927.jpg,clean_dataset/tomato_dataset/val/early_blight/80927.jpg,tomato,early_blight,tomato_dataset,23184,b1517eadd6f41009d8873f47c2809cbbb19f744b999e6cb6d46554fd0dc6c6ba,11463806530449522591,56,train
80929,80929.jpg,clean_dataset/tomato_dataset/val/early_blight/80929.jpg,tomato,early_blight,tomato_dataset,23240,6f59f86d54a7660b11da015924f7cfc9c93fa40cdf28f17dc9d120b767c6536d,72362369229456905,57,train
80949,80949.jpg,clean_dataset/tomato_dataset/val/early_blight/80949.jpg,tomato,early_blight,tomato_dataset,31247,e816b2f209442a4c736ab03ee2115c1421b31ad4569e909782bf393d49c5d531,17766594603895049055,58,train
80950,80950.jpg,clean_dataset/tomato_dataset/val/early_blight/80950.jpg,tomato,early_blight,tomato_dataset,24294,e2d9ecc9110ff8ef11c974d3e0c5baa2711745a89243ef5820f23f49cba438bc,18338410701282807559,59,train
80954,80954.jpg,clean_dataset/tomato_dataset/val/early_blight/80954.jpg,tomato,early_blight,tomato_dataset,24607,3ef0b367fbd3e1871f3f60685008164c731a57c3dce74fe4e2fbeeb368064590,16710332927921306399,60,train
80967,80967.jpg,clean_dataset/tomato_dataset/val/early_blight/80967.jpg,tomato,early_blight,tomato_dataset,23228,c980c9276787abfa8287f203acf9882be153475b65e0c3fafa07fec5e7c4c907,14061112781151090463,61,train
80976,80976.jpg,clean_dataset/tomato_dataset/val/early_blight/80976.jpg,tomato,early_blight,tomato_dataset,26058,0a5ee4c0f0dd7e8caf6d691eb3f1d208f3c6786beafa32f5352d487845c0e92f,11192380908988499847,62,train
80980,80980.jpg,clean_dataset/tomato_dataset/val/early_blight/80980.jpg,tomato,early_blight,tomato_dataset,28551,297dc0a67b8d55932035182346658e8948f7906ecd62761cd29cdccde9d151fa,13589074684455251251,63,train
80981,80981.jpg,clean_dataset/tomato_dataset/val/early_blight/80981.jpg,tomato,early_blight,tomato_dataset,25371,21cb3995617b9ca78a0684542e2ac716596a8eced18ee328c487e2958300c518,12214763971655742223,64,test
80987,80987.jpg,clean_dataset/tomato_dataset/val/early_blight/80987.jpg,tomato,early_blight,tomato_dataset,28205,4bfd5cd65741a34efb11854f7494c19e3b1b7ab6a08a87cca1eefd7096119170,17207849226151213831,65,train
80995,80995.jpg,clean_dataset/tomato_dataset/val/early_blight/80995.jpg,tomato,early_blight,tomato_dataset,21529,04b37268773e791b7222d8c55a8069bd22395d20f94d3a42c7df6a42c42ea2f9,18387968441072951199,66,train
81006,81006.jpg,clean_dataset/tomato_dataset/val/early_blight/81006.jpg,tomato,early_blight,tomato_dataset,28567,8fcee1ef91f1035b17841e3e78a21eb0d218a72a0ca10e5e0e93a7e8c2f294f1,1730000402092392460,67,train
81009,81009.jpg,clean_dataset/tomato_dataset/val/early_blight/81009.jpg,tomato,early_blight,tomato_dataset,24619,06795d779a621707f0ba7f13604e8622454eb5d7299a500f4cf286238281b78c,217587858028040962,68,train
81013,81013.jpg,clean_dataset/tomato_dataset/val/early_blight/81013.jpg,tomato,early_blight,tomato_dataset,30333,986ddaf66b6415fd2d8771282278e96e46dc6dea749ed67afe5a7e48b5680816,1672862494785781532,69,train
81014,81014.jpg,clean_dataset/tomato_dataset/val/early_blight/81014.jpg,tomato,early_blight,tomato_dataset,34502,b444c6535a3f1be4bc037f8108d5467114115cd8c8f8ba7b9b4918f8961f1c51,11429057608822025067,70,train
81020,81020.jpg,clean_dataset/tomato_dataset/val/early_blight/81020.jpg,tomato,early_blight,tomato_dataset,21333,7d37a0e02afc96a70720e5e0c6013e87a6b6806dc2b1495a27c73623884e12b3,4548370741658853151,71,train
81021,81021.jpg,clean_dataset/tomato_dataset/val/early_blight/81021.jpg,tomato,early_blight,tomato_dataset,24386,9081706261aac69fa9284d3ac7a8dab2fd39ab2f8be93b48b8b0d312fd93b755,9513294747083160891,72,train
81022,81022.jpg,clean_dataset/tomato_dataset/val/early_blight/81022.jpg,tomato,early_blight,tomato_dataset,26939,342e4d267b50a5d1bdb7b75acadbfbefc910a0ce46d4b1f2c57e7ebab46bca12,14850468499538353854,73,train
81023,81023.jpg,clean_dataset/tomato_dataset/val/early_blight/81023.jpg,tomato,early_blight,tomato_dataset,25224,18b39d1493a9b1681638c8e0b39ff9ed059b56e4761b01fc987933f9ea4b81ee,146680452722983938,74,train
81043,81043.jpg,clean_dataset/tomato_dataset/val/early_blight/81043.jpg,tomato,early_blight,tomato_dataset,27447,e37d2e40f1433181ebda6cc5c57798682e8d8aec5b6734253e09a6314f4202d2,15787147920625726355,75,train
81052,81052.jpg,clean_dataset/tomato_dataset/val/early_blight/81052.jpg,tomato,early_blight,tomato_dataset,22717,9cbfcab350f9cd1b06b59aeb185ad988292df1898b20c21360b1748689608926,1048792389999724807,76,train
81053,81053.jpg,clean_dataset/tomato_dataset/val/early_blight/81053.jpg,tomato,early_blight,tomato_dataset,25767,977a0624585f3ba702d3b1675044525672eb09f2af59bc190bfa07df392b8846,13910230648124291889,77,train
81085,81085.jpg,clean_dataset/tomato_dataset/val/early_blight/81085.jpg,tomato,early_blight,tomato_dataset,22957,f18df5c75327a8eda71c4708268050af57e075c186383eba54fa9b749eeac19c,218195330453423887,78,train
81087,81087.jpg,clean_dataset/tomato_dataset/val/early_blight/81087.jpg,tomato,early_blight,tomato_dataset,28595,c0623034acf54d6058821d21af737edb8717d3b84d2b099bdf6a4a537aea143b,471691627324784265,79,train
81110,81110.jpg,clean_dataset/tomato_dataset/val/early_blight/81110.jpg,tomato,early_blight,tomato_dataset,26861,25a3b5f10c4c2ac709440375d5ef4480d0cf3864ff6c71c076081d6c388624e2,14469664397920895745,80,train
81111,81111.jpg,clean_dataset/tomato_dataset/val/early_blight/81111.jpg,tomato,early_blight,tomato_dataset,22720,f50134d98476faef269d225b21013b3d51a59bb6c63e23e6a592619bd35cf698,10891717275092987710,81,train
81113,81113.jpg,clean_dataset/tomato_dataset/val/early_blight/81113.jpg,tomato,early_blight,tomato_dataset,24255,2cb0e09d92f4638db7b06f850c102465f6e947c8592be36a978f7d3ea8267dc7,506955232957508455,82,train
81114,81114.jpg,clean_dataset/tomato_dataset/val/early_blight/81114.jpg,tomato,early_blight,tomato_dataset,26195,c9c1d55fc7552ea90cf784be19d9d5798cd2ff0c27f972207a3c96920fd649ed,875429454830109508,83,train
81121,81121.jpg,clean_dataset/tomato_dataset/val/early_blight/81121.jpg,tomato,early_blight,tomato_dataset,22445,8a96fa3ddef43f1032ca2d3a14a55a2cb20b8d0f567294824a26944ea34e6c24,14451504949573125902,84,train
81123,81123.jpg,clean_dataset/tomato_dataset/val/early_blight/81123.jpg,tomato,early_blight,tomato_dataset,24772,93cdaf36a943144a50ea06326e5e4579054222f7b927f5e3348d56023bfe3ea7,10308651221335480647,85,train
81143,81143.jpg,clean_dataset/tomato_dataset/val/early_blight/81143.jpg,tomato,early_blight,tomato_dataset,27281,44e2db75ad4b0a4715e5fd718eaffa8a25878e0d2125d2ae7b9fb88376b3f678,15580550587208834516,86,train
81146,81146.jpg,clean_dataset/tomato_dataset/val/early_blight/81146.jpg,tomato,early_blight,tomato_dataset,27253,a6e711725449cfc5e4103f231d89ef9eb7478ed50e5476888606af2d32abf36b,326092072526349068,87,test
81148,81148.jpg,clean_dataset/tomato_dataset/val/early_blight/81148.jpg,tomato,early_blight,tomato_dataset,23011,783e17f314889662eb4b4acaaecd67d8d41b673f4757c5edf1555b3906cba285,598569229755419919,88,train
81151,81151.jpg,clean_dataset/tomato_dataset/val/early_blight/81151.jpg,tomato,early_blight,tomato_dataset,28212,6a6d8416558732620b29d4662f6df2e10d578b43949385606a376a9f4c56a010,5588851908345408267,89,train
81159,81159.jpg,clean_dataset/tomato_dataset/val/early_blight/81159.jpg,tomato,early_blight,tomato_dataset,22408,02ea74b146071af90500fe2a498747e6eb70e31d7007f0020b99cc1f9425a434,14379764188469599703,90,train
81163,81163.jpg,clean_dataset/tomato_dataset/val/early_blight/81163.jpg,tomato,early_blight,tomato_dataset,24550,18dc100d5563a02ac3c64554a156dcd242efcd975336fe78cf215ef7033f78ac,6017672438975254329,91,test
81164,81164.jpg,clean_dataset/tomato_dataset/val/early_blight/81164.jpg,tomato,early_blight,tomato_dataset,26783,256376936d566d03159f98358e2a8a3b76749742827b107c6bfdef2b1a1cf5b3,870341634986576718,92,train
81170,81170.jpg,clean_dataset/tomato_dataset/val/early_blight/81170.jpg,tomato,early_blight,tomato_dataset,25773,4213611c307c0d317ede7f3a0335530844644ccfd8638213f1afe7e7704f9297,17189737555231971087,93,val
81181,81181.jpg,clean_dataset/tomato_dataset/val/early_blight/81181.jpg,tomato,early_blight,tomato_dataset,28995,e111a543d6c072aa78f361b6a1dfc163d51fce3ab29546b8706d4d7637fcf207,1735863922620388605,94,train
81198,81198.jpg,clean_dataset/tomato_dataset/val/early_blight/81198.jpg,tomato,early_blight,tomato_dataset,22251,50d58f2c26f583e51aefaa6398a74500c82a68b5dbf006c31faeb5760a86457a,434358937707939596,95,test
81199,81199.jpg,clean_dataset/tomato_dataset/val/early_blight/81199.jpg,tomato,early_blight,tomato_dataset,25716,7e6cbb8a4e563a03719be2903c8894708e42cc7dfd09c44bd67b1341d3a8b058,16085587307837443822,96,train
81200,81200.jpg,clean_dataset/tomato_dataset/val/early_blight/81200.jpg,tomato,early_blight,tomato_dataset,27737,8d4e45a4ebce4def5cc56d0b909e7f0e53398c37641874a197209ee4217215c5,2165839596001365660,97,train
81204,81204.jpg,clean_dataset/tomato_dataset/val/early_blight/81204.jpg,tomato,early_blight,tomato_dataset,28739,1029210f6e6a9aa7f4023a12485bf65b923b0ca2bbfe9f6642a8c837f75a823e,10092033713108484363,98,test
81211,81211.jpg,clean_dataset/tomato_dataset/val/early_blight/81211.jpg,tomato,early_blight,tomato_dataset,24792,0a6fab0a14def539e8aa0c4b655a2370c67ce5ed0c82bb400cc4d7dc651ad86c,2824624588940219291,99,train
81225,81225.jpg,clean_dataset/tomato_dataset/val/early_blight/81225.jpg,tomato,early_blight,tomato_dataset,25928,6d75b37b9e42cd863677d6c1fc26d2a1677fac852ddba59d5ec897b466108538,507511585167338243,100,train
81229,81229.jpg,clean_dataset/tomato_dataset/val/early_blight/81229.jpg,tomato,early_blight,tomato_dataset,30751,2a75767104799c66952fcb63896cb8b06cb9491ca8472b83954d18b7900bdbc3,2313194477455153168,101,train
81235,81235.jpg,clean_dataset/tomato_dataset/val/early_blight/81235.jpg,tomato,early_blight,tomato_dataset,23192,fd248a93894360e31f2f691335ba9ca5bb3c193b0bc33bfcd45a6b2b9eb392d4,436602019545443111,102,train
81242,81242.jpg,clean_dataset/tomato_dataset/val/early_blight/81242.jpg,tomato,early_blight,tomato_dataset,22316,fcef27fd7197d658665c0c4d35c2da4b63d0eb2f798178f4f251e0a21448cd82,5118230025075778407,103,val
81243,81243.jpg,clean_dataset/tomato_dataset/val/early_blight/81243.jpg,tomato,early_blight,tomato_dataset,29502,014d682330ba456807967d1e3a2d712b023ac9818460eaa941c6244261bf5520,469241944775921556,104,train
81252,81252.jpg,clean_dataset/tomato_dataset/val/early_blight/81252.jpg,tomato,early_blight,tomato_dataset,23955,2a4b85de16a4eb744d9cff95ecc6a0c095cf1ecb3c7625238a0a1428435528c4,1234561403836379427,105,train
81263,81263.jpg,clean_dataset/tomato_dataset/val/early_blight/81263.jpg,tomato,early_blight,tomato_dataset,22443,72cfd9280f1db7ff353e045f186c049da69f19cc5ce95ddbc11076840788efdf,512061407130762780,106,train
81275,81275.jpg,clean_dataset/tomato_dataset/val/early_blight/81275.jpg,tomato,early_blight,tomato_dataset,33717,e743030a297041ef5506d583734b77f2e1f80947cea65adc2663da3eb5e48e73,8524758181479667340,107,train
81277,81277.jpg,clean_dataset/tomato_dataset/val/early_blight/81277.jpg,tomato,early_blight,tomato_dataset,22509,6077110b201d4259f8d37a245aef81dcccb8e66d2b7f035f7a98e808d4400f8e,10891792160597863343,108,train
81279,81279.jpg,clean_dataset/tomato_dataset/val/early_blight/81279.jpg,tomato,early_blight,tomato_dataset,23042,33857ae8c62e3fea32f213d7a295a554f9c9dcba4ff567fdd13ea33285c0dea5,16469258173861671723,109,train
81311,81311.jpg,clean_dataset/tomato_dataset/val/early_blight/81311.jpg,tomato,early_blight,tomato_dataset,27818,31fc1211cbb2c0b36096d563b599fe75e96527049338156aadb7a77a6a07ac98,9669845471760430660,110,train
81317,81317.jpg,clean_dataset/tomato_dataset/val/early_blight/81317.jpg,tomato,early_blight,tomato_dataset,29975,dbf0b294af7610b624cf66b94c54651b028042b7c677335c707f1be94dcbbf60,10349181136865405276,111,train
81318,81318.jpg,clean_dataset/tomato_dataset/val/early_blight/81318.jpg,tomato,early_blight,tomato_dataset,29371,03e3f80a528b44d9a50720b3905808070e5b6caa8960e2ea8ebd9499c3471d88,14924453540356371420,112,test
81319,81319.jpg,clean_dataset/tomato_dataset/val/early_blight/81319.jpg,tomato,early_blight,tomato_dataset,28081,16b5a6b5edb1e84e15545f3784234f2d934be99e51b241d22a1b84cb22266217,868657183686091534,113,train
81325,81325.jpg,clean_dataset/tomato_dataset/val/early_blight/81325.jpg,tomato,early_blight,tomato_dataset,23684,a2768d547c74a06222edd0e6a0009779916d43727574aed8b2a48c1a8221bc55,1265937010639701788,114,train
81326,81326.jpg,clean_dataset/tomato_dataset/val/early_blight/81326.jpg,tomato,early_blight,tomato_dataset,28648,3ca9623a699c4309d4c49ba41f1b5424c75ff62f03fc580ddb37f82cd63f3ace,505292736577276957,115,train
81330,81330.jpg,clean_dataset/tomato_dataset/val/early_blight/81330.jpg,tomato,early_blight,tomato_dataset,25082,4948501083260b0fe35e65f7ed446d666b91ba7c70cefaa20afdd6cb03f18b12,6651622582453772287,116,val
81337,81337.jpg,clean_dataset/tomato_dataset/val/early_blight/81337.jpg,tomato,early_blight,tomato_dataset,26731,c56553f3bd3a8c95313e8d9f5e2a6bff31f0acd5e55285734b351211ffdd8ff5,18446708680514147735,117,train
81349,81349.jpg,clean_dataset/tomato_dataset/val/early_blight/81349.jpg,tomato,early_blight,tomato_dataset,29748,60672d9540c06f7bce2ad678dacf163487f85dd3219b8ce43f819d3a15d2dedf,1879749690727290626,118,train
81352,81352.jpg,clean_dataset/tomato_dataset/val/early_blight/81352.jpg,tomato,early_blight,tomato_dataset,26203,b5e0e7704f399320828856ad378bac2c29db16f76eaace2f91444fde2fe82811,13419458877631702956,119,val
81357,81357.jpg,clean_dataset/tomato_dataset/val/early_blight/81357.jpg,tomato,early_blight,tomato_dataset,29483,eb3cac9512053483ae4a6d2041ef9811dd8612dd8f4ec3dbe75a5fa5b35ff2b1,2037429042872392507,120,train
81362,81362.jpg,clean_dataset/tomato_dataset/val/early_blight/81362.jpg,tomato,early_blight,tomato_dataset,29055,0b5d9e264323f822f4a660164c799278d0773e66ceca0808314c0fb1fc16edb8,17434504553984414853,121,test
