relative_path,file_type,extension,size_bytes,modified_time,git_status,sha256,suspected_role,proposed_category,risk_level,notes
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095553.jpg,file,.jpg,5753,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095609.jpg,file,.jpg,4197,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095611.jpg,file,.jpg,4901,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095629.jpg,file,.jpg,5376,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095646.jpg,file,.jpg,5987,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095648.jpg,file,.jpg,5292,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095652.jpg,file,.jpg,4870,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095743.jpg,file,.jpg,4570,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095745.jpg,file,.jpg,5365,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095755.jpg,file,.jpg,4287,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095758.jpg,file,.jpg,4325,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_095805.jpg,file,.jpg,4349,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100026.jpg,file,.jpg,6462,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100031.jpg,file,.jpg,5158,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100035.jpg,file,.jpg,5250,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100054.jpg,file,.jpg,4988,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100056.jpg,file,.jpg,4882,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100104.jpg,file,.jpg,5025,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100157.jpg,file,.jpg,5241,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100200.jpg,file,.jpg,5271,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100204.jpg,file,.jpg,7637,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100208.jpg,file,.jpg,5161,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100210.jpg,file,.jpg,4949,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100214.jpg,file,.jpg,5540,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100218.jpg,file,.jpg,5488,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100233.jpg,file,.jpg,5330,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100236.jpg,file,.jpg,4660,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100239.jpg,file,.jpg,4248,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100250.jpg,file,.jpg,4576,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100252.jpg,file,.jpg,4846,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100300.jpg,file,.jpg,4875,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100303.jpg,file,.jpg,4804,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100310.jpg,file,.jpg,4954,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100314.jpg,file,.jpg,4511,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100330.jpg,file,.jpg,4002,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100358.jpg,file,.jpg,4152,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100418.jpg,file,.jpg,5471,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100421.jpg,file,.jpg,5344,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100514.jpg,file,.jpg,4950,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100517.jpg,file,.jpg,4553,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100522.jpg,file,.jpg,4649,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100536.jpg,file,.jpg,5190,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100701.jpg,file,.jpg,4926,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100703.jpg,file,.jpg,4719,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100719.jpg,file,.jpg,4687,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100728.jpg,file,.jpg,4797,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100809.jpg,file,.jpg,6794,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_100820.jpg,file,.jpg,5147,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_101011.jpg,file,.jpg,5286,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_101031.jpg,file,.jpg,4934,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102216.jpg,file,.jpg,4814,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102219.jpg,file,.jpg,6011,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102231.jpg,file,.jpg,3775,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102251.jpg,file,.jpg,4252,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102254.jpg,file,.jpg,4352,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102311.jpg,file,.jpg,4230,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102348.jpg,file,.jpg,4036,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102350.jpg,file,.jpg,4122,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102356.jpg,file,.jpg,4704,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102400.jpg,file,.jpg,4342,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102404.jpg,file,.jpg,4635,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102823.jpg,file,.jpg,5180,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102826.jpg,file,.jpg,4463,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102850.jpg,file,.jpg,4799,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102852.jpg,file,.jpg,5096,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190419_102917.jpg,file,.jpg,4571,2023-09-23 06:44:50,untracked,unhashed_bulk_image_asset,external_artifact,archive_candidate,low,"Historical backups, raw zips, and early colab scripts."
