image_id,original_path,crop,class_label,source,sha256,file_size_bytes,width,height,format,integrity_ok,phash,group_id,partition,family_size
blast_train_00011,finaldataset\rice_dataset\train\blast\blast_train_00011.jpg,rice,blast,RiceDisease_Unknown,3d151d6aa84e9fd7b66ff72bf5ea7737e4a75fda4e5ab6f970e3ba73501f755b,17313,224,224,jpg,True,95237a9b5af0664a,rice__blast__grp_00011,train,2
blast_train_00012,finaldataset\rice_dataset\train\blast\blast_train_00012.jpg,rice,blast,RiceDisease_Unknown,9aa63c67e30f075d469ff38dc6af7d2de1dd40f04150b6a62867ac11ce336165,22939,224,224,jpg,True,fc36eac03be1c286,rice__blast__grp_00012,train,2
blast_train_00013,finaldataset\rice_dataset\train\blast\blast_train_00013.jpg,rice,blast,RiceDisease_Unknown,32a3aff684eab6ce8261e9c5062084785ef7ba187aea1931569fdd142a642232,16190,224,224,jpg,True,aed560504871fd9e,rice__blast__grp_00013,train,2
blast_train_00014,finaldataset\rice_dataset\train\blast\blast_train_00014.jpg,rice,blast,RiceDisease_Unknown,4ff0b0a6b48b6c678d81f819d1e50446d22a46fc6e779ddad86a27ad639b31a4,22801,224,224,jpg,True,d5440aa2698e7f1f,rice__blast__grp_00014,train,2
blast_train_00015,finaldataset\rice_dataset\train\blast\blast_train_00015.jpg,rice,blast,RiceDisease_Unknown,6f3dba02e14e18e413d0a05b9dad9a616b2ab4fb5402567e1e041c46c4f7c462,13451,224,224,jpg,True,e843a539b066976e,rice__blast__grp_00015,train,2
blast_train_00016,finaldataset\rice_dataset\train\blast\blast_train_00016.jpg,rice,blast,RiceDisease_Unknown,82500814469706801660505c7685ee9618426c036fe43617588241e47b2dd34c,17980,224,224,jpg,True,946a4e5de10dd5d4,rice__blast__grp_00016,test,2
blast_train_00017,finaldataset\rice_dataset\train\blast\blast_train_00017.jpg,rice,blast,RiceDisease_Unknown,cb08d74b510781869431cc87126389e33d9cc361482a24957809850166f97fdc,22709,224,224,jpg,True,b548e437a81e69b3,rice__blast__grp_00017,train,2
blast_train_00018,finaldataset\rice_dataset\train\blast\blast_train_00018.jpg,rice,blast,RiceDisease_Unknown,00bf2b02c2e7829b4569fb11b0c0f26395bcbaacc43d4d74d42b650073d8e6cb,22052,224,224,jpg,True,ff20604b5b73ee10,rice__blast__grp_00018,train,2
blast_train_00019,finaldataset\rice_dataset\train\blast\blast_train_00019.jpg,rice,blast,RiceDisease_Unknown,a0e0d8c45c819b85781c308e313cbef2451b5358d64a16f0d165db7957f51bee,18880,224,224,jpg,True,9993640efac3eca1,rice__blast__grp_00019,train,2
blast_train_00020,finaldataset\rice_dataset\train\blast\blast_train_00020.jpg,rice,blast,RiceDisease_Unknown,2510445c418b8fd4005189b9efed3fd6eca8d0fb73695d86ef0b812f2b45d500,18587,224,224,jpg,True,edb61399590dcc0e,rice__blast__grp_00020,train,2
blast_train_00021,finaldataset\rice_dataset\train\blast\blast_train_00021.jpg,rice,blast,RiceDisease_Unknown,9e44f36bed15b1e451cd3718aa8be846a6a69881e028340b68d5dfe2ee0ecfa3,16191,224,224,jpg,True,c381b7a89f3c8719,rice__blast__grp_00021,train,2
blast_train_00022,finaldataset\rice_dataset\train\blast\blast_train_00022.jpg,rice,blast,RiceDisease_Unknown,421dac131f7786486518fe922bad5ecc1773e1c521e0beb527715d8088da7a06,14521,224,224,jpg,True,b792f8bf435083b0,rice__blast__grp_00022,train,2
blast_train_00023,finaldataset\rice_dataset\train\blast\blast_train_00023.jpg,rice,blast,RiceDisease_Unknown,19ce6f53c4354d5dfb4c3daf76611eca0f8e1f95f0e0890ba47f7e8ab064504c,15560,224,224,jpg,True,b84c95b54bb64d19,rice__blast__grp_00023,train,2
blast_train_00024,finaldataset\rice_dataset\train\blast\blast_train_00024.jpg,rice,blast,RiceDisease_Unknown,304b69ab60f19117116ef1edd3df7a8b0c56d1b785eeb1ddf56ddc20c7188d43,11854,224,224,jpg,True,ed3e9e65904c9649,rice__blast__grp_00024,train,2
blast_train_00025,finaldataset\rice_dataset\train\blast\blast_train_00025.jpg,rice,blast,RiceDisease_Unknown,bec172391ad6075d71a1c5480ea2509bd0945a892f8dc0b957fc732774f73d4f,19359,224,224,jpg,True,9c12793f2e47186b,rice__blast__grp_00025,train,2
blast_train_00026,finaldataset\rice_dataset\train\blast\blast_train_00026.jpg,rice,blast,RiceDisease_Unknown,d5cc72915e5351b053158aa2609b20af819440e5f942a9ecd451f7fd6eccac00,16042,224,224,jpg,True,cebe60093bc03b5e,rice__blast__grp_00026,train,2
blast_train_00027,finaldataset\rice_dataset\train\blast\blast_train_00027.jpg,rice,blast,RiceDisease_Unknown,7af88de931c8c7c862c9f501864db600d2cb3a59790468934126f29c09f9279a,18901,224,224,jpg,True,ef27aa78f90650a2,rice__blast__grp_00027,train,2
blast_train_00028,finaldataset\rice_dataset\train\blast\blast_train_00028.jpg,rice,blast,RiceDisease_Unknown,81925b88fe8d862262022dc9ec1bb258de872f2d07ec6086e99732342ad54436,10202,224,224,jpg,True,dceeabb8a6223191,rice__blast__grp_00028,val,2
blast_train_00029,finaldataset\rice_dataset\train\blast\blast_train_00029.jpg,rice,blast,RiceDisease_Unknown,e05044349f6123de8136faecc259b8c03a7f5a704dc8559a913fdd3f8c3a97d9,18841,224,224,jpg,True,f8403bbdd7e05059,rice__blast__grp_00029,train,2
blast_train_00030,finaldataset\rice_dataset\train\blast\blast_train_00030.jpg,rice,blast,RiceDisease_Unknown,49261d6ae1c88c7a068f58c6464425e86c64355882fdd9fe1742b28d436a06fa,17971,224,224,jpg,True,8b7b489374b7601e,rice__blast__grp_00030,train,2
blast_train_00031,finaldataset\rice_dataset\train\blast\blast_train_00031.jpg,rice,blast,RiceDisease_Unknown,880dd49e6922d62c03c76728f884e35233b81f52743e1aac795534dbea86a784,20696,224,224,jpg,True,916d956ab3a253b4,rice__blast__grp_00031,test,2
blast_train_00032,finaldataset\rice_dataset\train\blast\blast_train_00032.jpg,rice,blast,RiceDisease_Unknown,3dbc9acec8f55aa20f4065a8054ca23f7bdd2e2181bef27c89309dbba20d7598,19850,224,224,jpg,True,ea62d511b387878e,rice__blast__grp_00032,test,2
blast_train_00033,finaldataset\rice_dataset\train\blast\blast_train_00033.jpg,rice,blast,RiceDisease_Unknown,ce2e12b8c4ba1ea24ad3fe2671a1b2d12a595e183bb5e64c890eae5718b09370,19085,224,224,jpg,True,9a847e62cf98196b,rice__blast__grp_00033,train,2
blast_train_00034,finaldataset\rice_dataset\train\blast\blast_train_00034.jpg,rice,blast,RiceDisease_Unknown,007cf9912d7fa55cee9686180d139c838e5688130edcf33a29c76bf8cebf7396,14924,224,224,jpg,True,978da452c934abcd,rice__blast__grp_00034,train,2
blast_train_00035,finaldataset\rice_dataset\train\blast\blast_train_00035.jpg,rice,blast,RiceDisease_Unknown,0855cc2476fe17312efa820783ab59d42e892a9e8a4d1da01ee67d761cc8943d,14765,224,224,jpg,True,adac4833b748b369,rice__blast__grp_00035,train,2
blast_train_00036,finaldataset\rice_dataset\train\blast\blast_train_00036.jpg,rice,blast,RiceDisease_Unknown,4436731a173ecef4bb1357d0498a7271c19f919f93a14f72759966347321e436,14732,224,224,jpg,True,93ab3e0f8300f27d,rice__blast__grp_00036,train,2
blast_train_00037,finaldataset\rice_dataset\train\blast\blast_train_00037.jpg,rice,blast,RiceDisease_Unknown,5140e3ed5aeaf98f9ce1fac2430c391d60b58a0e3869ac6dbd3929da9b90da4d,20762,224,224,jpg,True,8ee969a59534c88f,rice__blast__grp_00037,train,2
blast_train_00038,finaldataset\rice_dataset\train\blast\blast_train_00038.jpg,rice,blast,RiceDisease_Unknown,211556a312d64691bf8d065db7aaab4dc153c602731b5a1bd9f8d72bb42da18e,19373,224,224,jpg,True,db641d8f24639356,rice__blast__grp_00038,val,2
blast_train_00039,finaldataset\rice_dataset\train\blast\blast_train_00039.jpg,rice,blast,RiceDisease_Unknown,288404691a5d06e111cdebdbcd4b7b2ccc1a4ed7a3be64a73fcbc09ed8aee7df,14794,224,224,jpg,True,9672a4adc94bab32,rice__blast__grp_00039,train,2
blast_train_00040,finaldataset\rice_dataset\train\blast\blast_train_00040.jpg,rice,blast,RiceDisease_Unknown,239ad249866e0042b7fec1dda5996eabe320a45878aea2b950307dfb4d259cf3,19919,224,224,jpg,True,8060a4779acf3bc7,rice__blast__grp_00040,train,2
blast_train_00041,finaldataset\rice_dataset\train\blast\blast_train_00041.jpg,rice,blast,RiceDisease_Unknown,a973580f6ea0f88ddb8c1aac3ac0d5c37edf7f6900f3dc44cbfd205433587125,17126,224,224,jpg,True,a55215b75bb4835c,rice__blast__grp_00041,train,2
blast_train_00042,finaldataset\rice_dataset\train\blast\blast_train_00042.jpg,rice,blast,RiceDisease_Unknown,cffc890fa5fa73a8322e2cade16d9b42da22e8a02ccff2242bc1d2e030ec403a,11002,224,224,jpg,True,fe01807ffe5e0017,rice__blast__grp_00042,train,2
blast_train_00043,finaldataset\rice_dataset\train\blast\blast_train_00043.jpg,rice,blast,RiceDisease_Unknown,9d78c2dda8ef32d65cedc367b1d91d69f59353a8af7336ae97bd7c42e55a74cc,12554,224,224,jpg,True,9b6aed42a965d225,rice__blast__grp_00043,train,2
blast_train_00044,finaldataset\rice_dataset\train\blast\blast_train_00044.jpg,rice,blast,RiceDisease_Unknown,0a0f0daf5d2c0de64c3a7ed1269522fde96d9e13a78f63d8e4ea6a8192bff523,16140,224,224,jpg,True,cebe60093bc03b5e,rice__blast__grp_00026,train,2
blast_train_00045,finaldataset\rice_dataset\train\blast\blast_train_00045.jpg,rice,blast,RiceDisease_Unknown,6583cc3a0e603a084d77dd402057d446d5b85a6b226bc571011dd845be128f56,15028,224,224,jpg,True,a9346bce1358b3c6,rice__blast__grp_00005,train,2
blast_train_00046,finaldataset\rice_dataset\train\blast\blast_train_00046.jpg,rice,blast,RiceDisease_Unknown,adfd89ad3d1a13323d083f3df3cc2c9435371d7ca45d2109e90cf1931bebc02c,14787,224,224,jpg,True,adac4833b748b369,rice__blast__grp_00035,train,2
blast_train_00047,finaldataset\rice_dataset\train\blast\blast_train_00047.jpg,rice,blast,RiceDisease_Unknown,040ca90507a14a1b9cd0444cddf1a1d374bcdd9e9ca5ae1adf7acd9584b4fb6b,13433,224,224,jpg,True,ff90e84fc4721227,rice__blast__grp_00044,train,2
blast_train_00048,finaldataset\rice_dataset\train\blast\blast_train_00048.jpg,rice,blast,RiceDisease_Unknown,1f8dfb86c3881277a2ede31a054b5c3e8e79112a0c006f70c81c4b3f2efd9254,19738,224,224,jpg,True,ff7dca50d344204d,rice__blast__grp_00045,train,2
blast_train_00049,finaldataset\rice_dataset\train\blast\blast_train_00049.jpg,rice,blast,RiceDisease_Unknown,4808d5ddb5c937224db2d65cb75b72873cf6edeb845e1d7aabc8461729822c8c,21304,224,224,jpg,True,ec33181ece731bc2,rice__blast__grp_00046,train,2
blast_train_00050,finaldataset\rice_dataset\train\blast\blast_train_00050.jpg,rice,blast,RiceDisease_Unknown,c2e82e819598cc42146c5db3d91b40483addc8cd61de7b04d94b71b0791c8f9c,15328,224,224,jpg,True,c020fa3d5b795c66,rice__blast__grp_00047,train,2
blast_train_00051,finaldataset\rice_dataset\train\blast\blast_train_00051.jpg,rice,blast,RiceDisease_Unknown,d08e7421389c1b0c76e8572d0969a57235644a9f6684f601ebb28287163521ec,9822,224,224,jpg,True,e69f98811d85e19d,rice__blast__grp_00048,train,2
blast_train_00052,finaldataset\rice_dataset\train\blast\blast_train_00052.jpg,rice,blast,RiceDisease_Unknown,101559b13fe3ec5eabe8b961d3b33e581686ab9c7fcd96fc6b5eb82c7a72e639,22851,224,224,jpg,True,b548e437a81e69b3,rice__blast__grp_00017,train,2
blast_train_00053,finaldataset\rice_dataset\train\blast\blast_train_00053.jpg,rice,blast,RiceDisease_Unknown,f4ad9409ca195858bba7f34ad7d76d0bc5783a544d0e06053593eb8fff6cb6c7,15595,224,224,jpg,True,95f53d2b61191da8,rice__blast__grp_00049,train,2
blast_train_00054,finaldataset\rice_dataset\train\blast\blast_train_00054.jpg,rice,blast,RiceDisease_Unknown,3478a146087a7a6a5b98c555b6139f70c705c0cc7253624624c85a65379fd869,14797,224,224,jpg,True,c2d8f10798e1fe98,rice__blast__grp_00050,train,2
blast_train_00055,finaldataset\rice_dataset\train\blast\blast_train_00055.jpg,rice,blast,RiceDisease_Unknown,5d4bb2897b3ba5227034ac886b4589ba9998bb5ec46c5b8b95746b76c68fe11d,15149,224,224,jpg,True,c0dff8c24b965899,rice__blast__grp_00051,train,2
blast_train_00056,finaldataset\rice_dataset\train\blast\blast_train_00056.jpg,rice,blast,RiceDisease_Unknown,9ddb42e60ab0bd18c1aa632a185a9bda6ff103b21e5dc87b2f400613d007ee15,19609,224,224,jpg,True,ff7dca50d344204d,rice__blast__grp_00045,train,2
blast_train_00057,finaldataset\rice_dataset\train\blast\blast_train_00057.jpg,rice,blast,RiceDisease_Unknown,b46039717b1eec425f7aff1e9335bdf519c1ce41e485416d8fcefe3a37d6266a,12292,224,224,jpg,True,c90d649b02b56adf,rice__blast__grp_00052,train,2
blast_train_00058,finaldataset\rice_dataset\train\blast\blast_train_00058.jpg,rice,blast,RiceDisease_Unknown,3ba9b5395d2be806f061221af4b22ff2428124c8f5edc873eb78d8894382a8dd,12312,224,224,jpg,True,aa36a915aa91aed3,rice__blast__grp_00053,train,2
blast_train_00059,finaldataset\rice_dataset\train\blast\blast_train_00059.jpg,rice,blast,RiceDisease_Unknown,0accb6334939ecfbd5833723933410e03d1edea4d224ebbc31120e73616f5e36,21958,224,224,jpg,True,876628195ec93fac,rice__blast__grp_00054,test,2
blast_train_00060,finaldataset\rice_dataset\train\blast\blast_train_00060.jpg,rice,blast,RiceDisease_Unknown,7b62862ef9648d4e81243be0bc02ee949211ebdb6005120e142aead504d0eb77,14591,224,224,jpg,True,f399c9721e05e1d8,rice__blast__grp_00055,test,2
blast_train_00061,finaldataset\rice_dataset\train\blast\blast_train_00061.jpg,rice,blast,RiceDisease_Unknown,fe09506fcde532474b18c82ac1e196e090384b16d0a8393071d951066b41bad8,16288,224,224,jpg,True,b2a9d2b9121ce9f2,rice__blast__grp_00056,train,4
blast_train_00062,finaldataset\rice_dataset\train\blast\blast_train_00062.jpg,rice,blast,RiceDisease_Unknown,73ff1eae9f657059d215f7eb18cdfbb4e9373b4336365cf51c2162f0ceec0db0,12375,224,224,jpg,True,f843e6dcc9d4d888,rice__blast__grp_00057,train,2
blast_train_00063,finaldataset\rice_dataset\train\blast\blast_train_00063.jpg,rice,blast,RiceDisease_Unknown,39c8b7f9c14c49dceb45d8d91b9e698ffbac225d3f90f49f3b7cdf69ffc51131,19884,224,224,jpg,True,de1330670c59f396,rice__blast__grp_00058,train,2
blast_train_00064,finaldataset\rice_dataset\train\blast\blast_train_00064.jpg,rice,blast,RiceDisease_Unknown,ba784d70084b3dc32ae82f9d7e7099e8fb5ba5fc0b338a9336282263bf16d984,26181,224,224,jpg,True,c93037d3c6386ba5,rice__blast__grp_00059,val,2
blast_train_00065,finaldataset\rice_dataset\train\blast\blast_train_00065.jpg,rice,blast,RiceDisease_Unknown,ac162ac6b511049a5221a22779224e7cb4b569b0b6ce64be69c675d455a8c40a,21319,224,224,jpg,True,8972c489ba625fb9,rice__blast__grp_00060,train,2
blast_train_00066,finaldataset\rice_dataset\train\blast\blast_train_00066.jpg,rice,blast,RiceDisease_Unknown,09c3aaa8c85a3ec9b35d2634620e949ff7ce22502a0eb3e2fe0e7d51c847ba07,12129,224,224,jpg,True,8371be0300ffff02,rice__blast__grp_00061,train,2
blast_train_00067,finaldataset\rice_dataset\train\blast\blast_train_00067.jpg,rice,blast,RiceDisease_Unknown,80099ab171743fa54abffc72c31924b14b71c2a8aedc909c4cd8cde3f37c00de,17542,224,224,jpg,True,c09cb0a5ae4f6c5b,rice__blast__grp_00062,train,2
blast_train_00068,finaldataset\rice_dataset\train\blast\blast_train_00068.jpg,rice,blast,RiceDisease_Unknown,42f9e6ba6df58c0fe0087ae99a606cc5890686b95ed6d4b1d2ecf0a2416d34b7,12332,224,224,jpg,True,c9f7647e024f6a22,rice__blast__grp_00063,train,2
blast_train_00069,finaldataset\rice_dataset\train\blast\blast_train_00069.jpg,rice,blast,RiceDisease_Unknown,f5fbfbf2f868812b3808acc55feec83db783e4f4c4cf0f91ee6ce03e7f0b9d0b,14791,224,224,jpg,True,9f708e4fb08c4bca,rice__blast__grp_00064,train,2
blast_train_00070,finaldataset\rice_dataset\train\blast\blast_train_00070.jpg,rice,blast,RiceDisease_Unknown,7720d8f8c156af929dabb8987458c2baaac032c794e9486fbf034cd481d736dd,11793,224,224,jpg,True,aa62d495e509fa2e,rice__blast__grp_00065,train,2
blast_train_00071,finaldataset\rice_dataset\train\blast\blast_train_00071.jpg,rice,blast,RiceDisease_Unknown,8e62fcfc3f8241a619f540e3db99aa57c049f728c28b14a1ca3abca9290e0d4c,17073,224,224,jpg,True,cc4aa7605cf4970f,rice__blast__grp_00066,train,2
blast_train_00072,finaldataset\rice_dataset\train\blast\blast_train_00072.jpg,rice,blast,RiceDisease_Unknown,6fa1b4ce0175a19cd0d9e5944755cb6ba987ef00a5541aef20a21765ff953fa1,18040,224,224,jpg,True,ded11d39211d35b4,rice__blast__grp_00067,train,2
blast_train_00073,finaldataset\rice_dataset\train\blast\blast_train_00073.jpg,rice,blast,RiceDisease_Unknown,8ec5f69c3cfc6a9ca7132e17538c6863059dea8b5248b1ab7186fd6180b06741,14834,224,224,jpg,True,9672a4adc94bab32,rice__blast__grp_00039,train,2
blast_train_00074,finaldataset\rice_dataset\train\blast\blast_train_00074.jpg,rice,blast,RiceDisease_Unknown,b1bde37b5701937ba9f370e44e43b5c264e7d373c9c3c3dfbe59e9439f79fc0b,15619,224,224,jpg,True,9535392b59ddc2a2,rice__blast__grp_00068,train,2
blast_train_00075,finaldataset\rice_dataset\train\blast\blast_train_00075.jpg,rice,blast,RiceDisease_Unknown,a6ae6481273d629b9fc2201c0841a2f2e2c163c681d3d7ccf0cb404a6068923a,10430,224,224,jpg,True,aaf8c05583abaad5,rice__blast__grp_00069,train,2
blast_train_00076,finaldataset\rice_dataset\train\blast\blast_train_00076.jpg,rice,blast,RiceDisease_Unknown,79657829743cd9ee0c7f56ce85715c37a98eef951d5f0ea5d052dd71d447c8a5,15644,224,224,jpg,True,95f53d2b61191da8,rice__blast__grp_00049,train,2
blast_train_00077,finaldataset\rice_dataset\train\blast\blast_train_00077.jpg,rice,blast,RiceDisease_Unknown,a681a5c26ce4592a4076463eb660fe0163a1f025ab424b60031066a8855b0298,20634,224,224,jpg,True,c5c7c0d1e64d0e1f,rice__blast__grp_00070,val,2
blast_train_00078,finaldataset\rice_dataset\train\blast\blast_train_00078.jpg,rice,blast,RiceDisease_Unknown,7f13274ffed6301144c29b1e128d739b126d2408ac6777731ad388ea5d01eed5,15897,224,224,jpg,True,ed4b7890ba9c1e86,rice__blast__grp_00071,test,2
blast_train_00079,finaldataset\rice_dataset\train\blast\blast_train_00079.jpg,rice,blast,RiceDisease_Unknown,8503860d10d3659c60c1883b49bfa42d38d68444649a88ee4d715da317828b32,15269,224,224,jpg,True,ec15c8ad16fb09c6,rice__blast__grp_00072,val,2
blast_train_00080,finaldataset\rice_dataset\train\blast\blast_train_00080.jpg,rice,blast,RiceDisease_Unknown,7cefbaa8ed51246801db7ec052e2f1dabc58134e75ef768e15aee700e0428322,13598,224,224,jpg,True,e9ad6d4910e14bd6,rice__blast__grp_00073,train,2
blast_train_00081,finaldataset\rice_dataset\train\blast\blast_train_00081.jpg,rice,blast,RiceDisease_Unknown,f46151b5d11d513529b94321d19425ac0385b46b07831170e423dfad81eaeabb,17328,224,224,jpg,True,95237a9b5af0664a,rice__blast__grp_00011,train,2
blast_train_00082,finaldataset\rice_dataset\train\blast\blast_train_00082.jpg,rice,blast,RiceDisease_Unknown,58c48534869654e55191f63b9829c751d8c54dda19f042064d59e3be8c7dffd7,18902,224,224,jpg,True,bacdfed2acac2408,rice__blast__grp_00074,train,2
blast_train_00083,finaldataset\rice_dataset\train\blast\blast_train_00083.jpg,rice,blast,RiceDisease_Unknown,7bb95ec20064eef691d8d0288d1a83efb43852acc70aec309c0fb5bccd128ba9,15841,224,224,jpg,True,e5c0c442f478fc79,rice__blast__grp_00075,test,2
blast_train_00084,finaldataset\rice_dataset\train\blast\blast_train_00084.jpg,rice,blast,RiceDisease_Unknown,45aa69e7ab16a321622c1fc33c1585dd845314c46ae6c7579d02d215020f6ace,13522,224,224,jpg,True,98e9db9156152a76,rice__blast__grp_00076,val,2
blast_train_00085,finaldataset\rice_dataset\train\blast\blast_train_00085.jpg,rice,blast,RiceDisease_Unknown,69fe8f47060ccf92552a9049fdd50da7928c1d4a38ad0a39e33d179f71639ca3,19958,224,224,jpg,True,adaa72e50ec81de8,rice__blast__grp_00077,val,2
blast_train_00086,finaldataset\rice_dataset\train\blast\blast_train_00086.jpg,rice,blast,RiceDisease_Unknown,965a6b625d0080de014c39881fdce40dc5f6a9d851680f062a68c433f0dc9b35,10854,224,224,jpg,True,998cb3adb2639646,rice__blast__grp_00078,train,2
blast_train_00087,finaldataset\rice_dataset\train\blast\blast_train_00087.jpg,rice,blast,RiceDisease_Unknown,e9396f425798de8c67e0a9373c0273ad58592e09ddedf034e3623de3622f7b6f,18799,224,224,jpg,True,ed3c4250f8a87759,rice__blast__grp_00079,train,2
blast_train_00088,finaldataset\rice_dataset\train\blast\blast_train_00088.jpg,rice,blast,RiceDisease_Unknown,ac0540d807ef4674bc33b847ec14f0a6ad747377188970a1b43b1f4dc6d324fe,15866,224,224,jpg,True,e5c0c442f478fc79,rice__blast__grp_00075,test,2
blast_train_00089,finaldataset\rice_dataset\train\blast\blast_train_00089.jpg,rice,blast,RiceDisease_Unknown,25e329c00acaa36048496c38deb55ce43edb819961bcf936d967b4520d3af4b9,19231,224,224,jpg,True,c26f76904e37a934,rice__blast__grp_00080,val,2
blast_train_00090,finaldataset\rice_dataset\train\blast\blast_train_00090.jpg,rice,blast,RiceDisease_Unknown,1c5d9fbf6dc93a20d26a518e8c3a25028be414ea877beacbb9dc2cb48c4fcd31,21374,224,224,jpg,True,8972c489ba625fb9,rice__blast__grp_00060,train,2
blast_train_00091,finaldataset\rice_dataset\train\blast\blast_train_00091.jpg,rice,blast,RiceDisease_Unknown,88c0733a4c19bfc048a3b6222639d3d53ac4196a759b6ddcf0b73774bbf6e9f5,15167,224,224,jpg,True,9575af681e3c0933,rice__blast__grp_00081,train,2
blast_train_00092,finaldataset\rice_dataset\train\blast\blast_train_00092.jpg,rice,blast,RiceDisease_Unknown,7fbf5c6ba897c832ea11a87898f9f2e695a47087d5fdc0c6b95c1bc11c168239,19835,224,224,jpg,True,aa2abf078611751f,rice__blast__grp_00082,train,2
blast_train_00093,finaldataset\rice_dataset\train\blast\blast_train_00093.jpg,rice,blast,RiceDisease_Unknown,1b9d4674495c96b2c9793f6dde1cf3f476e8cf3d8f5c03911689304f33fbe084,15904,224,224,jpg,True,a689a617070eeef4,rice__blast__grp_00083,train,4
blast_train_00094,finaldataset\rice_dataset\train\blast\blast_train_00094.jpg,rice,blast,RiceDisease_Unknown,122f9a9b214ada67e33907b2ede153af8b9a021ffff0abff788e1a6a242412d0,18673,224,224,jpg,True,9ccfb4bbb1182839,rice__blast__grp_00084,train,2
blast_train_00095,finaldataset\rice_dataset\train\blast\blast_train_00095.jpg,rice,blast,RiceDisease_Unknown,e8b3a93a159677f39bcfa9fe6b84b5b3efad5b299c1ea7133eac708a30e56422,15477,224,224,jpg,True,d25b24b9699356a9,rice__blast__grp_00085,train,2
blast_train_00096,finaldataset\rice_dataset\train\blast\blast_train_00096.jpg,rice,blast,RiceDisease_Unknown,1c3c631e0161bc92ffd2b33776f616f4623be18fdebe90f2eae6cf35e0a627a5,14590,224,224,jpg,True,9f5636746464ad8c,rice__blast__grp_00086,val,2
blast_train_00097,finaldataset\rice_dataset\train\blast\blast_train_00097.jpg,rice,blast,RiceDisease_Unknown,8f4805b7b27d6585653b700349f57d4cad77d4327b187e67fd8ef1a47f883e86,15514,224,224,jpg,True,951d2cb342b745ab,rice__blast__grp_00087,train,2
blast_train_00098,finaldataset\rice_dataset\train\blast\blast_train_00098.jpg,rice,blast,RiceDisease_Unknown,5c6703e7d4027b5b2ba6e7dae9add5b03aec01eb00a88736c140dd0e7865dced,10740,224,224,jpg,True,cc26e607e7c9c1e8,rice__blast__grp_00088,train,2
blast_train_00099,finaldataset\rice_dataset\train\blast\blast_train_00099.jpg,rice,blast,RiceDisease_Unknown,5e569d9f106ecdfa7e71e8f4097730e1d29b280dfd0c0fc52f2e68c7dc992659,22497,224,224,jpg,True,cfc56e325991fa08,rice__blast__grp_00089,val,2
