image_id,original_path,crop,class_label,source,sha256,file_size_bytes,width,height,format,integrity_ok,phash,group_id,partition
blast_train_00065,finaldataset\rice_dataset\train\blast\blast_train_00065.jpg,rice,blast,RiceDisease_Unknown,ac162ac6b511049a5221a22779224e7cb4b569b0b6ce64be69c675d455a8c40a,21319,,,jpg,,,,
blast_train_00066,finaldataset\rice_dataset\train\blast\blast_train_00066.jpg,rice,blast,RiceDisease_Unknown,09c3aaa8c85a3ec9b35d2634620e949ff7ce22502a0eb3e2fe0e7d51c847ba07,12129,,,jpg,,,,
blast_train_00067,finaldataset\rice_dataset\train\blast\blast_train_00067.jpg,rice,blast,RiceDisease_Unknown,80099ab171743fa54abffc72c31924b14b71c2a8aedc909c4cd8cde3f37c00de,17542,,,jpg,,,,
blast_train_00068,finaldataset\rice_dataset\train\blast\blast_train_00068.jpg,rice,blast,RiceDisease_Unknown,42f9e6ba6df58c0fe0087ae99a606cc5890686b95ed6d4b1d2ecf0a2416d34b7,12332,,,jpg,,,,
blast_train_00069,finaldataset\rice_dataset\train\blast\blast_train_00069.jpg,rice,blast,RiceDisease_Unknown,f5fbfbf2f868812b3808acc55feec83db783e4f4c4cf0f91ee6ce03e7f0b9d0b,14791,,,jpg,,,,
blast_train_00070,finaldataset\rice_dataset\train\blast\blast_train_00070.jpg,rice,blast,RiceDisease_Unknown,7720d8f8c156af929dabb8987458c2baaac032c794e9486fbf034cd481d736dd,11793,,,jpg,,,,
blast_train_00071,finaldataset\rice_dataset\train\blast\blast_train_00071.jpg,rice,blast,RiceDisease_Unknown,8e62fcfc3f8241a619f540e3db99aa57c049f728c28b14a1ca3abca9290e0d4c,17073,,,jpg,,,,
blast_train_00072,finaldataset\rice_dataset\train\blast\blast_train_00072.jpg,rice,blast,RiceDisease_Unknown,6fa1b4ce0175a19cd0d9e5944755cb6ba987ef00a5541aef20a21765ff953fa1,18040,,,jpg,,,,
blast_train_00073,finaldataset\rice_dataset\train\blast\blast_train_00073.jpg,rice,blast,RiceDisease_Unknown,8ec5f69c3cfc6a9ca7132e17538c6863059dea8b5248b1ab7186fd6180b06741,14834,,,jpg,,,,
blast_train_00074,finaldataset\rice_dataset\train\blast\blast_train_00074.jpg,rice,blast,RiceDisease_Unknown,b1bde37b5701937ba9f370e44e43b5c264e7d373c9c3c3dfbe59e9439f79fc0b,15619,,,jpg,,,,
blast_train_00075,finaldataset\rice_dataset\train\blast\blast_train_00075.jpg,rice,blast,RiceDisease_Unknown,a6ae6481273d629b9fc2201c0841a2f2e2c163c681d3d7ccf0cb404a6068923a,10430,,,jpg,,,,
blast_train_00076,finaldataset\rice_dataset\train\blast\blast_train_00076.jpg,rice,blast,RiceDisease_Unknown,79657829743cd9ee0c7f56ce85715c37a98eef951d5f0ea5d052dd71d447c8a5,15644,,,jpg,,,,
blast_train_00077,finaldataset\rice_dataset\train\blast\blast_train_00077.jpg,rice,blast,RiceDisease_Unknown,a681a5c26ce4592a4076463eb660fe0163a1f025ab424b60031066a8855b0298,20634,,,jpg,,,,
blast_train_00078,finaldataset\rice_dataset\train\blast\blast_train_00078.jpg,rice,blast,RiceDisease_Unknown,7f13274ffed6301144c29b1e128d739b126d2408ac6777731ad388ea5d01eed5,15897,,,jpg,,,,
blast_train_00079,finaldataset\rice_dataset\train\blast\blast_train_00079.jpg,rice,blast,RiceDisease_Unknown,8503860d10d3659c60c1883b49bfa42d38d68444649a88ee4d715da317828b32,15269,,,jpg,,,,
blast_train_00080,finaldataset\rice_dataset\train\blast\blast_train_00080.jpg,rice,blast,RiceDisease_Unknown,7cefbaa8ed51246801db7ec052e2f1dabc58134e75ef768e15aee700e0428322,13598,,,jpg,,,,
blast_train_00081,finaldataset\rice_dataset\train\blast\blast_train_00081.jpg,rice,blast,RiceDisease_Unknown,f46151b5d11d513529b94321d19425ac0385b46b07831170e423dfad81eaeabb,17328,,,jpg,,,,
blast_train_00082,finaldataset\rice_dataset\train\blast\blast_train_00082.jpg,rice,blast,RiceDisease_Unknown,58c48534869654e55191f63b9829c751d8c54dda19f042064d59e3be8c7dffd7,18902,,,jpg,,,,
blast_train_00083,finaldataset\rice_dataset\train\blast\blast_train_00083.jpg,rice,blast,RiceDisease_Unknown,7bb95ec20064eef691d8d0288d1a83efb43852acc70aec309c0fb5bccd128ba9,15841,,,jpg,,,,
blast_train_00084,finaldataset\rice_dataset\train\blast\blast_train_00084.jpg,rice,blast,RiceDisease_Unknown,45aa69e7ab16a321622c1fc33c1585dd845314c46ae6c7579d02d215020f6ace,13522,,,jpg,,,,
blast_train_00085,finaldataset\rice_dataset\train\blast\blast_train_00085.jpg,rice,blast,RiceDisease_Unknown,69fe8f47060ccf92552a9049fdd50da7928c1d4a38ad0a39e33d179f71639ca3,19958,,,jpg,,,,
blast_train_00086,finaldataset\rice_dataset\train\blast\blast_train_00086.jpg,rice,blast,RiceDisease_Unknown,965a6b625d0080de014c39881fdce40dc5f6a9d851680f062a68c433f0dc9b35,10854,,,jpg,,,,
blast_train_00087,finaldataset\rice_dataset\train\blast\blast_train_00087.jpg,rice,blast,RiceDisease_Unknown,e9396f425798de8c67e0a9373c0273ad58592e09ddedf034e3623de3622f7b6f,18799,,,jpg,,,,
blast_train_00088,finaldataset\rice_dataset\train\blast\blast_train_00088.jpg,rice,blast,RiceDisease_Unknown,ac0540d807ef4674bc33b847ec14f0a6ad747377188970a1b43b1f4dc6d324fe,15866,,,jpg,,,,
blast_train_00089,finaldataset\rice_dataset\train\blast\blast_train_00089.jpg,rice,blast,RiceDisease_Unknown,25e329c00acaa36048496c38deb55ce43edb819961bcf936d967b4520d3af4b9,19231,,,jpg,,,,
blast_train_00090,finaldataset\rice_dataset\train\blast\blast_train_00090.jpg,rice,blast,RiceDisease_Unknown,1c5d9fbf6dc93a20d26a518e8c3a25028be414ea877beacbb9dc2cb48c4fcd31,21374,,,jpg,,,,
blast_train_00091,finaldataset\rice_dataset\train\blast\blast_train_00091.jpg,rice,blast,RiceDisease_Unknown,88c0733a4c19bfc048a3b6222639d3d53ac4196a759b6ddcf0b73774bbf6e9f5,15167,,,jpg,,,,
blast_train_00092,finaldataset\rice_dataset\train\blast\blast_train_00092.jpg,rice,blast,RiceDisease_Unknown,7fbf5c6ba897c832ea11a87898f9f2e695a47087d5fdc0c6b95c1bc11c168239,19835,,,jpg,,,,
blast_train_00093,finaldataset\rice_dataset\train\blast\blast_train_00093.jpg,rice,blast,RiceDisease_Unknown,1b9d4674495c96b2c9793f6dde1cf3f476e8cf3d8f5c03911689304f33fbe084,15904,,,jpg,,,,
blast_train_00094,finaldataset\rice_dataset\train\blast\blast_train_00094.jpg,rice,blast,RiceDisease_Unknown,122f9a9b214ada67e33907b2ede153af8b9a021ffff0abff788e1a6a242412d0,18673,,,jpg,,,,
blast_train_00095,finaldataset\rice_dataset\train\blast\blast_train_00095.jpg,rice,blast,RiceDisease_Unknown,e8b3a93a159677f39bcfa9fe6b84b5b3efad5b299c1ea7133eac708a30e56422,15477,,,jpg,,,,
blast_train_00096,finaldataset\rice_dataset\train\blast\blast_train_00096.jpg,rice,blast,RiceDisease_Unknown,1c3c631e0161bc92ffd2b33776f616f4623be18fdebe90f2eae6cf35e0a627a5,14590,,,jpg,,,,
blast_train_00097,finaldataset\rice_dataset\train\blast\blast_train_00097.jpg,rice,blast,RiceDisease_Unknown,8f4805b7b27d6585653b700349f57d4cad77d4327b187e67fd8ef1a47f883e86,15514,,,jpg,,,,
blast_train_00098,finaldataset\rice_dataset\train\blast\blast_train_00098.jpg,rice,blast,RiceDisease_Unknown,5c6703e7d4027b5b2ba6e7dae9add5b03aec01eb00a88736c140dd0e7865dced,10740,,,jpg,,,,
blast_train_00099,finaldataset\rice_dataset\train\blast\blast_train_00099.jpg,rice,blast,RiceDisease_Unknown,5e569d9f106ecdfa7e71e8f4097730e1d29b280dfd0c0fc52f2e68c7dc992659,22497,,,jpg,,,,
blast_train_00100,finaldataset\rice_dataset\train\blast\blast_train_00100.jpg,rice,blast,RiceDisease_Unknown,c9c61ef8023908057f6466419153eb8c6e310e2b3586e7ce68e9391865903dcb,14509,,,jpg,,,,
blast_train_00101,finaldataset\rice_dataset\train\blast\blast_train_00101.jpg,rice,blast,RiceDisease_Unknown,ff3ebaae1cb5cf202be5adacc9fd2b2fcfb59c526a5387b3e9e85b45388e83dc,17391,,,jpg,,,,
blast_train_00102,finaldataset\rice_dataset\train\blast\blast_train_00102.jpg,rice,blast,RiceDisease_Unknown,2b522c34622ae77a114aad64c8b0629d652b2de128f180367e8fb24f63af924d,15458,,,jpg,,,,
blast_train_00103,finaldataset\rice_dataset\train\blast\blast_train_00103.jpg,rice,blast,RiceDisease_Unknown,fac94079edc3355b606392cc6f88ee0dc7c541a683204ce57cd218e27cae2af3,18580,,,jpg,,,,
blast_train_00104,finaldataset\rice_dataset\train\blast\blast_train_00104.jpg,rice,blast,RiceDisease_Unknown,7b423986bf0e94d0a4a230baa50c66d16a04d335a1df7627bdf078e00cacc1bc,15716,,,jpg,,,,
blast_train_00105,finaldataset\rice_dataset\train\blast\blast_train_00105.jpg,rice,blast,RiceDisease_Unknown,4fc40f0c2ec2ef2998cf48a50eca5ea538a07a917f95b8963e1b8955db60d693,20361,,,jpg,,,,
blast_train_00106,finaldataset\rice_dataset\train\blast\blast_train_00106.jpg,rice,blast,RiceDisease_Unknown,ae8c885f99b85bfa7117cf7129045cef51ef9a3330c481ff7b7608ba829677c3,19857,,,jpg,,,,
blast_train_00107,finaldataset\rice_dataset\train\blast\blast_train_00107.jpg,rice,blast,RiceDisease_Unknown,028bd97add668edb113c2c654288bc9d30083b166a5f497958a9364cfa668b2c,18110,,,jpg,,,,
blast_train_00108,finaldataset\rice_dataset\train\blast\blast_train_00108.jpg,rice,blast,RiceDisease_Unknown,5649300f95351362b924340e8708c543d63c98a8513ef8408de23e00c1d3c12f,22528,,,jpg,,,,
blast_train_00109,finaldataset\rice_dataset\train\blast\blast_train_00109.jpg,rice,blast,RiceDisease_Unknown,0a830a385a719fbe6891c39ad4c61c806bef3418b1a91c2512ce0a71a881616d,10322,,,jpg,,,,
blast_train_00110,finaldataset\rice_dataset\train\blast\blast_train_00110.jpg,rice,blast,RiceDisease_Unknown,738edc18db62515a87d22106c3285cc55c5c5b0f0267602cbfea1c26a015b7c7,19317,,,jpg,,,,
blast_train_00111,finaldataset\rice_dataset\train\blast\blast_train_00111.jpg,rice,blast,RiceDisease_Unknown,3011af598e6508d2ffe106cc4b2afa4a79b0b3014dac2b2c4640f8439160c4cd,20666,,,jpg,,,,
blast_train_00112,finaldataset\rice_dataset\train\blast\blast_train_00112.jpg,rice,blast,RiceDisease_Unknown,2e36647f152a29228e732ec342f4275fbb7f6f0c99b16e9ea76251432d5995cb,15608,,,jpg,,,,
blast_train_00113,finaldataset\rice_dataset\train\blast\blast_train_00113.jpg,rice,blast,RiceDisease_Unknown,af1baa2896d0f6a37b4dee99c1f1f25633f16c932625bc90dc39f4580bace754,19309,,,jpg,,,,
blast_train_00114,finaldataset\rice_dataset\train\blast\blast_train_00114.jpg,rice,blast,RiceDisease_Unknown,165b3a5cedf9b407b349dd49561d1e4afafb314c852f5fa6aaf97bdf66c39893,17664,,,jpg,,,,
blast_train_00115,finaldataset\rice_dataset\train\blast\blast_train_00115.jpg,rice,blast,RiceDisease_Unknown,0b6215fff17427d99f579eb3b66cf3c81b7f4357752608924f537325b953deb9,13801,,,jpg,,,,
blast_train_00116,finaldataset\rice_dataset\train\blast\blast_train_00116.jpg,rice,blast,RiceDisease_Unknown,cd4c36f93824656b93573858b3d73bffccbe0b5567ed79ab6ec9aff81ee15945,12076,,,jpg,,,,
blast_train_00117,finaldataset\rice_dataset\train\blast\blast_train_00117.jpg,rice,blast,RiceDisease_Unknown,5df91fc996cbfc942b35b03888aeaf650e7b2328cc9711d9469b2c3d4f45c32b,17252,,,jpg,,,,
blast_train_00118,finaldataset\rice_dataset\train\blast\blast_train_00118.jpg,rice,blast,RiceDisease_Unknown,492193bde5328b77710816a096dd5e3cb3de8caced4b0c82424860cb92432578,26037,,,jpg,,,,
blast_train_00119,finaldataset\rice_dataset\train\blast\blast_train_00119.jpg,rice,blast,RiceDisease_Unknown,9b45e2e1069f4bd26a63dd678e6bc762179c4a60000b2207a7d07294ea631940,15260,,,jpg,,,,
blast_train_00120,finaldataset\rice_dataset\train\blast\blast_train_00120.jpg,rice,blast,RiceDisease_Unknown,224b0c9302057ae445552a91e1dd8b1d79492c6c102b3ba6ee4637fd618fb488,20770,,,jpg,,,,
blast_train_00121,finaldataset\rice_dataset\train\blast\blast_train_00121.jpg,rice,blast,RiceDisease_Unknown,ebd9f76324f0c7f0c1bbf2686f63e8ae3ef813e40c9b7bec8207fb8fde1f299c,21346,,,jpg,,,,
blast_train_00122,finaldataset\rice_dataset\train\blast\blast_train_00122.jpg,rice,blast,RiceDisease_Unknown,e8a6d285c88be6136474e8506708b7a6ffce4a41d69022c05a2b17bfd7be8e08,15784,,,jpg,,,,
blast_train_00123,finaldataset\rice_dataset\train\blast\blast_train_00123.jpg,rice,blast,RiceDisease_Unknown,8f2a2bfe953b06b874e1b32a84d6c71081cd2007e95410ee699f0b731b3a69cc,13480,,,jpg,,,,
blast_train_00124,finaldataset\rice_dataset\train\blast\blast_train_00124.jpg,rice,blast,RiceDisease_Unknown,37a40634ea4ee48697c387fccf7190094ce0b126dc7e59a9ea820591f1c88c7a,12483,,,jpg,,,,
