image_id,original_path,crop,class_label,source,phash,group_id,family_size
blast_train_00025,finaldataset\rice_dataset\train\blast\blast_train_00025.jpg,rice,blast,RiceDisease_Unknown,9c12793f2e47186b,rice__blast__grp_00025,2
blast_train_00026,finaldataset\rice_dataset\train\blast\blast_train_00026.jpg,rice,blast,RiceDisease_Unknown,cebe60093bc03b5e,rice__blast__grp_00026,2
blast_train_00027,finaldataset\rice_dataset\train\blast\blast_train_00027.jpg,rice,blast,RiceDisease_Unknown,ef27aa78f90650a2,rice__blast__grp_00027,2
blast_train_00028,finaldataset\rice_dataset\train\blast\blast_train_00028.jpg,rice,blast,RiceDisease_Unknown,dceeabb8a6223191,rice__blast__grp_00028,2
blast_train_00029,finaldataset\rice_dataset\train\blast\blast_train_00029.jpg,rice,blast,RiceDisease_Unknown,f8403bbdd7e05059,rice__blast__grp_00029,2
blast_train_00030,finaldataset\rice_dataset\train\blast\blast_train_00030.jpg,rice,blast,RiceDisease_Unknown,8b7b489374b7601e,rice__blast__grp_00030,2
blast_train_00031,finaldataset\rice_dataset\train\blast\blast_train_00031.jpg,rice,blast,RiceDisease_Unknown,916d956ab3a253b4,rice__blast__grp_00031,2
blast_train_00032,finaldataset\rice_dataset\train\blast\blast_train_00032.jpg,rice,blast,RiceDisease_Unknown,ea62d511b387878e,rice__blast__grp_00032,2
blast_train_00033,finaldataset\rice_dataset\train\blast\blast_train_00033.jpg,rice,blast,RiceDisease_Unknown,9a847e62cf98196b,rice__blast__grp_00033,2
blast_train_00034,finaldataset\rice_dataset\train\blast\blast_train_00034.jpg,rice,blast,RiceDisease_Unknown,978da452c934abcd,rice__blast__grp_00034,2
blast_train_00035,finaldataset\rice_dataset\train\blast\blast_train_00035.jpg,rice,blast,RiceDisease_Unknown,adac4833b748b369,rice__blast__grp_00035,2
blast_train_00036,finaldataset\rice_dataset\train\blast\blast_train_00036.jpg,rice,blast,RiceDisease_Unknown,93ab3e0f8300f27d,rice__blast__grp_00036,2
blast_train_00037,finaldataset\rice_dataset\train\blast\blast_train_00037.jpg,rice,blast,RiceDisease_Unknown,8ee969a59534c88f,rice__blast__grp_00037,2
blast_train_00038,finaldataset\rice_dataset\train\blast\blast_train_00038.jpg,rice,blast,RiceDisease_Unknown,db641d8f24639356,rice__blast__grp_00038,2
blast_train_00039,finaldataset\rice_dataset\train\blast\blast_train_00039.jpg,rice,blast,RiceDisease_Unknown,9672a4adc94bab32,rice__blast__grp_00039,2
blast_train_00040,finaldataset\rice_dataset\train\blast\blast_train_00040.jpg,rice,blast,RiceDisease_Unknown,8060a4779acf3bc7,rice__blast__grp_00040,2
blast_train_00041,finaldataset\rice_dataset\train\blast\blast_train_00041.jpg,rice,blast,RiceDisease_Unknown,a55215b75bb4835c,rice__blast__grp_00041,2
blast_train_00042,finaldataset\rice_dataset\train\blast\blast_train_00042.jpg,rice,blast,RiceDisease_Unknown,fe01807ffe5e0017,rice__blast__grp_00042,2
blast_train_00043,finaldataset\rice_dataset\train\blast\blast_train_00043.jpg,rice,blast,RiceDisease_Unknown,9b6aed42a965d225,rice__blast__grp_00043,2
blast_train_00044,finaldataset\rice_dataset\train\blast\blast_train_00044.jpg,rice,blast,RiceDisease_Unknown,cebe60093bc03b5e,rice__blast__grp_00026,2
blast_train_00045,finaldataset\rice_dataset\train\blast\blast_train_00045.jpg,rice,blast,RiceDisease_Unknown,a9346bce1358b3c6,rice__blast__grp_00005,2
blast_train_00046,finaldataset\rice_dataset\train\blast\blast_train_00046.jpg,rice,blast,RiceDisease_Unknown,adac4833b748b369,rice__blast__grp_00035,2
blast_train_00047,finaldataset\rice_dataset\train\blast\blast_train_00047.jpg,rice,blast,RiceDisease_Unknown,ff90e84fc4721227,rice__blast__grp_00044,2
blast_train_00048,finaldataset\rice_dataset\train\blast\blast_train_00048.jpg,rice,blast,RiceDisease_Unknown,ff7dca50d344204d,rice__blast__grp_00045,2
blast_train_00049,finaldataset\rice_dataset\train\blast\blast_train_00049.jpg,rice,blast,RiceDisease_Unknown,ec33181ece731bc2,rice__blast__grp_00046,2
blast_train_00050,finaldataset\rice_dataset\train\blast\blast_train_00050.jpg,rice,blast,RiceDisease_Unknown,c020fa3d5b795c66,rice__blast__grp_00047,2
blast_train_00051,finaldataset\rice_dataset\train\blast\blast_train_00051.jpg,rice,blast,RiceDisease_Unknown,e69f98811d85e19d,rice__blast__grp_00048,2
blast_train_00052,finaldataset\rice_dataset\train\blast\blast_train_00052.jpg,rice,blast,RiceDisease_Unknown,b548e437a81e69b3,rice__blast__grp_00017,2
blast_train_00053,finaldataset\rice_dataset\train\blast\blast_train_00053.jpg,rice,blast,RiceDisease_Unknown,95f53d2b61191da8,rice__blast__grp_00049,2
blast_train_00054,finaldataset\rice_dataset\train\blast\blast_train_00054.jpg,rice,blast,RiceDisease_Unknown,c2d8f10798e1fe98,rice__blast__grp_00050,2
blast_train_00055,finaldataset\rice_dataset\train\blast\blast_train_00055.jpg,rice,blast,RiceDisease_Unknown,c0dff8c24b965899,rice__blast__grp_00051,2
blast_train_00056,finaldataset\rice_dataset\train\blast\blast_train_00056.jpg,rice,blast,RiceDisease_Unknown,ff7dca50d344204d,rice__blast__grp_00045,2
blast_train_00057,finaldataset\rice_dataset\train\blast\blast_train_00057.jpg,rice,blast,RiceDisease_Unknown,c90d649b02b56adf,rice__blast__grp_00052,2
blast_train_00058,finaldataset\rice_dataset\train\blast\blast_train_00058.jpg,rice,blast,RiceDisease_Unknown,aa36a915aa91aed3,rice__blast__grp_00053,2
blast_train_00059,finaldataset\rice_dataset\train\blast\blast_train_00059.jpg,rice,blast,RiceDisease_Unknown,876628195ec93fac,rice__blast__grp_00054,2
blast_train_00060,finaldataset\rice_dataset\train\blast\blast_train_00060.jpg,rice,blast,RiceDisease_Unknown,f399c9721e05e1d8,rice__blast__grp_00055,2
blast_train_00061,finaldataset\rice_dataset\train\blast\blast_train_00061.jpg,rice,blast,RiceDisease_Unknown,b2a9d2b9121ce9f2,rice__blast__grp_00056,4
blast_train_00062,finaldataset\rice_dataset\train\blast\blast_train_00062.jpg,rice,blast,RiceDisease_Unknown,f843e6dcc9d4d888,rice__blast__grp_00057,2
blast_train_00063,finaldataset\rice_dataset\train\blast\blast_train_00063.jpg,rice,blast,RiceDisease_Unknown,de1330670c59f396,rice__blast__grp_00058,2
blast_train_00064,finaldataset\rice_dataset\train\blast\blast_train_00064.jpg,rice,blast,RiceDisease_Unknown,c93037d3c6386ba5,rice__blast__grp_00059,2
blast_train_00065,finaldataset\rice_dataset\train\blast\blast_train_00065.jpg,rice,blast,RiceDisease_Unknown,8972c489ba625fb9,rice__blast__grp_00060,2
blast_train_00066,finaldataset\rice_dataset\train\blast\blast_train_00066.jpg,rice,blast,RiceDisease_Unknown,8371be0300ffff02,rice__blast__grp_00061,2
blast_train_00067,finaldataset\rice_dataset\train\blast\blast_train_00067.jpg,rice,blast,RiceDisease_Unknown,c09cb0a5ae4f6c5b,rice__blast__grp_00062,2
blast_train_00068,finaldataset\rice_dataset\train\blast\blast_train_00068.jpg,rice,blast,RiceDisease_Unknown,c9f7647e024f6a22,rice__blast__grp_00063,2
blast_train_00069,finaldataset\rice_dataset\train\blast\blast_train_00069.jpg,rice,blast,RiceDisease_Unknown,9f708e4fb08c4bca,rice__blast__grp_00064,2
blast_train_00070,finaldataset\rice_dataset\train\blast\blast_train_00070.jpg,rice,blast,RiceDisease_Unknown,aa62d495e509fa2e,rice__blast__grp_00065,2
blast_train_00071,finaldataset\rice_dataset\train\blast\blast_train_00071.jpg,rice,blast,RiceDisease_Unknown,cc4aa7605cf4970f,rice__blast__grp_00066,2
blast_train_00072,finaldataset\rice_dataset\train\blast\blast_train_00072.jpg,rice,blast,RiceDisease_Unknown,ded11d39211d35b4,rice__blast__grp_00067,2
blast_train_00073,finaldataset\rice_dataset\train\blast\blast_train_00073.jpg,rice,blast,RiceDisease_Unknown,9672a4adc94bab32,rice__blast__grp_00039,2
blast_train_00074,finaldataset\rice_dataset\train\blast\blast_train_00074.jpg,rice,blast,RiceDisease_Unknown,9535392b59ddc2a2,rice__blast__grp_00068,2
blast_train_00075,finaldataset\rice_dataset\train\blast\blast_train_00075.jpg,rice,blast,RiceDisease_Unknown,aaf8c05583abaad5,rice__blast__grp_00069,2
blast_train_00076,finaldataset\rice_dataset\train\blast\blast_train_00076.jpg,rice,blast,RiceDisease_Unknown,95f53d2b61191da8,rice__blast__grp_00049,2
blast_train_00077,finaldataset\rice_dataset\train\blast\blast_train_00077.jpg,rice,blast,RiceDisease_Unknown,c5c7c0d1e64d0e1f,rice__blast__grp_00070,2
blast_train_00078,finaldataset\rice_dataset\train\blast\blast_train_00078.jpg,rice,blast,RiceDisease_Unknown,ed4b7890ba9c1e86,rice__blast__grp_00071,2
blast_train_00079,finaldataset\rice_dataset\train\blast\blast_train_00079.jpg,rice,blast,RiceDisease_Unknown,ec15c8ad16fb09c6,rice__blast__grp_00072,2
blast_train_00080,finaldataset\rice_dataset\train\blast\blast_train_00080.jpg,rice,blast,RiceDisease_Unknown,e9ad6d4910e14bd6,rice__blast__grp_00073,2
blast_train_00081,finaldataset\rice_dataset\train\blast\blast_train_00081.jpg,rice,blast,RiceDisease_Unknown,95237a9b5af0664a,rice__blast__grp_00011,2
blast_train_00082,finaldataset\rice_dataset\train\blast\blast_train_00082.jpg,rice,blast,RiceDisease_Unknown,bacdfed2acac2408,rice__blast__grp_00074,2
blast_train_00083,finaldataset\rice_dataset\train\blast\blast_train_00083.jpg,rice,blast,RiceDisease_Unknown,e5c0c442f478fc79,rice__blast__grp_00075,2
blast_train_00084,finaldataset\rice_dataset\train\blast\blast_train_00084.jpg,rice,blast,RiceDisease_Unknown,98e9db9156152a76,rice__blast__grp_00076,2
blast_train_00085,finaldataset\rice_dataset\train\blast\blast_train_00085.jpg,rice,blast,RiceDisease_Unknown,adaa72e50ec81de8,rice__blast__grp_00077,2
blast_train_00086,finaldataset\rice_dataset\train\blast\blast_train_00086.jpg,rice,blast,RiceDisease_Unknown,998cb3adb2639646,rice__blast__grp_00078,2
blast_train_00087,finaldataset\rice_dataset\train\blast\blast_train_00087.jpg,rice,blast,RiceDisease_Unknown,ed3c4250f8a87759,rice__blast__grp_00079,2
blast_train_00088,finaldataset\rice_dataset\train\blast\blast_train_00088.jpg,rice,blast,RiceDisease_Unknown,e5c0c442f478fc79,rice__blast__grp_00075,2
blast_train_00089,finaldataset\rice_dataset\train\blast\blast_train_00089.jpg,rice,blast,RiceDisease_Unknown,c26f76904e37a934,rice__blast__grp_00080,2
blast_train_00090,finaldataset\rice_dataset\train\blast\blast_train_00090.jpg,rice,blast,RiceDisease_Unknown,8972c489ba625fb9,rice__blast__grp_00060,2
blast_train_00091,finaldataset\rice_dataset\train\blast\blast_train_00091.jpg,rice,blast,RiceDisease_Unknown,9575af681e3c0933,rice__blast__grp_00081,2
blast_train_00092,finaldataset\rice_dataset\train\blast\blast_train_00092.jpg,rice,blast,RiceDisease_Unknown,aa2abf078611751f,rice__blast__grp_00082,2
blast_train_00093,finaldataset\rice_dataset\train\blast\blast_train_00093.jpg,rice,blast,RiceDisease_Unknown,a689a617070eeef4,rice__blast__grp_00083,4
blast_train_00094,finaldataset\rice_dataset\train\blast\blast_train_00094.jpg,rice,blast,RiceDisease_Unknown,9ccfb4bbb1182839,rice__blast__grp_00084,2
blast_train_00095,finaldataset\rice_dataset\train\blast\blast_train_00095.jpg,rice,blast,RiceDisease_Unknown,d25b24b9699356a9,rice__blast__grp_00085,2
blast_train_00096,finaldataset\rice_dataset\train\blast\blast_train_00096.jpg,rice,blast,RiceDisease_Unknown,9f5636746464ad8c,rice__blast__grp_00086,2
blast_train_00097,finaldataset\rice_dataset\train\blast\blast_train_00097.jpg,rice,blast,RiceDisease_Unknown,951d2cb342b745ab,rice__blast__grp_00087,2
blast_train_00098,finaldataset\rice_dataset\train\blast\blast_train_00098.jpg,rice,blast,RiceDisease_Unknown,cc26e607e7c9c1e8,rice__blast__grp_00088,2
blast_train_00099,finaldataset\rice_dataset\train\blast\blast_train_00099.jpg,rice,blast,RiceDisease_Unknown,cfc56e325991fa08,rice__blast__grp_00089,2
blast_train_00100,finaldataset\rice_dataset\train\blast\blast_train_00100.jpg,rice,blast,RiceDisease_Unknown,e238ad1516f2d21f,rice__blast__grp_00090,2
blast_train_00101,finaldataset\rice_dataset\train\blast\blast_train_00101.jpg,rice,blast,RiceDisease_Unknown,8e302781db61ede6,rice__blast__grp_00091,2
blast_train_00102,finaldataset\rice_dataset\train\blast\blast_train_00102.jpg,rice,blast,RiceDisease_Unknown,c870bc493f6812bf,rice__blast__grp_00092,2
blast_train_00103,finaldataset\rice_dataset\train\blast\blast_train_00103.jpg,rice,blast,RiceDisease_Unknown,c99ac1eee4455d4c,rice__blast__grp_00093,2
blast_train_00104,finaldataset\rice_dataset\train\blast\blast_train_00104.jpg,rice,blast,RiceDisease_Unknown,b656d64413eacb0d,rice__blast__grp_00094,4
blast_train_00105,finaldataset\rice_dataset\train\blast\blast_train_00105.jpg,rice,blast,RiceDisease_Unknown,d39d70f3e0678186,rice__blast__grp_00095,2
blast_train_00106,finaldataset\rice_dataset\train\blast\blast_train_00106.jpg,rice,blast,RiceDisease_Unknown,d6c367b2d9cc8603,rice__blast__grp_00096,2
blast_train_00107,finaldataset\rice_dataset\train\blast\blast_train_00107.jpg,rice,blast,RiceDisease_Unknown,bf9f8dc68683c301,rice__blast__grp_00097,2
blast_train_00108,finaldataset\rice_dataset\train\blast\blast_train_00108.jpg,rice,blast,RiceDisease_Unknown,934067b4fe08e766,rice__blast__grp_00098,2
blast_train_00109,finaldataset\rice_dataset\train\blast\blast_train_00109.jpg,rice,blast,RiceDisease_Unknown,ef86c6aec6e282e0,rice__blast__grp_00099,2
blast_train_00110,finaldataset\rice_dataset\train\blast\blast_train_00110.jpg,rice,blast,RiceDisease_Unknown,c76f1909e5d3c21c,rice__blast__grp_00100,2
blast_train_00111,finaldataset\rice_dataset\train\blast\blast_train_00111.jpg,rice,blast,RiceDisease_Unknown,f8fc081107cf4bd5,rice__blast__grp_00101,2
blast_train_00112,finaldataset\rice_dataset\train\blast\blast_train_00112.jpg,rice,blast,RiceDisease_Unknown,95e22d4f625a4d55,rice__blast__grp_00102,2
blast_train_00113,finaldataset\rice_dataset\train\blast\blast_train_00113.jpg,rice,blast,RiceDisease_Unknown,c79019f6e52cc2e3,rice__blast__grp_00103,2
blast_train_00114,finaldataset\rice_dataset\train\blast\blast_train_00114.jpg,rice,blast,RiceDisease_Unknown,9f6c36996d361870,rice__blast__grp_00104,2
blast_train_00115,finaldataset\rice_dataset\train\blast\blast_train_00115.jpg,rice,blast,RiceDisease_Unknown,956d899ff45030a7,rice__blast__grp_00105,2
blast_train_00116,finaldataset\rice_dataset\train\blast\blast_train_00116.jpg,rice,blast,RiceDisease_Unknown,d624eb5655a1e855,rice__blast__grp_00106,2
blast_train_00117,finaldataset\rice_dataset\train\blast\blast_train_00117.jpg,rice,blast,RiceDisease_Unknown,942f66bc38927bd0,rice__blast__grp_00107,2
blast_train_00118,finaldataset\rice_dataset\train\blast\blast_train_00118.jpg,rice,blast,RiceDisease_Unknown,9c656286936d3ef0,rice__blast__grp_00108,2
blast_train_00119,finaldataset\rice_dataset\train\blast\blast_train_00119.jpg,rice,blast,RiceDisease_Unknown,a12b6d94a9d60be6,rice__blast__grp_00109,2
blast_train_00120,finaldataset\rice_dataset\train\blast\blast_train_00120.jpg,rice,blast,RiceDisease_Unknown,8294e5cddae0abe2,rice__blast__grp_00110,2
blast_train_00121,finaldataset\rice_dataset\train\blast\blast_train_00121.jpg,rice,blast,RiceDisease_Unknown,dcd89923efca0a13,rice__blast__grp_00111,2
blast_train_00122,finaldataset\rice_dataset\train\blast\blast_train_00122.jpg,rice,blast,RiceDisease_Unknown,ea488ff0077d007f,rice__blast__grp_00009,2
blast_train_00123,finaldataset\rice_dataset\train\blast\blast_train_00123.jpg,rice,blast,RiceDisease_Unknown,bde8f093e5ccc284,rice__blast__grp_00112,2
blast_train_00124,finaldataset\rice_dataset\train\blast\blast_train_00124.jpg,rice,blast,RiceDisease_Unknown,ea54e73c8e1c38c3,rice__blast__grp_00113,2
blast_train_00125,finaldataset\rice_dataset\train\blast\blast_train_00125.jpg,rice,blast,RiceDisease_Unknown,ce1532e1ab1fb232,rice__blast__grp_00114,2
blast_train_00126,finaldataset\rice_dataset\train\blast\blast_train_00126.jpg,rice,blast,RiceDisease_Unknown,916c60f1f838ec5e,rice__blast__grp_00115,2
blast_train_00127,finaldataset\rice_dataset\train\blast\blast_train_00127.jpg,rice,blast,RiceDisease_Unknown,bd16f06ce531c233,rice__blast__grp_00116,2
blast_train_00128,finaldataset\rice_dataset\train\blast\blast_train_00128.jpg,rice,blast,RiceDisease_Unknown,fa6a17f90207748d,rice__blast__grp_00117,2
blast_train_00129,finaldataset\rice_dataset\train\blast\blast_train_00129.jpg,rice,blast,RiceDisease_Unknown,de181371b7e3051e,rice__blast__grp_00118,2
blast_train_00130,finaldataset\rice_dataset\train\blast\blast_train_00130.jpg,rice,blast,RiceDisease_Unknown,8b7b489374b7601e,rice__blast__grp_00030,2
blast_train_00131,finaldataset\rice_dataset\train\blast\blast_train_00131.jpg,rice,blast,RiceDisease_Unknown,80de390db9635dca,rice__blast__grp_00119,2
blast_train_00132,finaldataset\rice_dataset\train\blast\blast_train_00132.jpg,rice,blast,RiceDisease_Unknown,92e867354a6dec46,rice__blast__grp_00120,2
blast_train_00133,finaldataset\rice_dataset\train\blast\blast_train_00133.jpg,rice,blast,RiceDisease_Unknown,e892dbee0a03e1f4,rice__blast__grp_00121,2
blast_train_00134,finaldataset\rice_dataset\train\blast\blast_train_00134.jpg,rice,blast,RiceDisease_Unknown,c51c38e28fa9e1cd,rice__blast__grp_00122,2
blast_train_00135,finaldataset\rice_dataset\train\blast\blast_train_00135.jpg,rice,blast,RiceDisease_Unknown,876628195ee93eac,rice__blast__grp_00054,2
blast_train_00136,finaldataset\rice_dataset\train\blast\blast_train_00136.jpg,rice,blast,RiceDisease_Unknown,a99af91ab8c4e5c8,rice__blast__grp_00123,2
blast_train_00137,finaldataset\rice_dataset\train\blast\blast_train_00137.jpg,rice,blast,RiceDisease_Unknown,a86798629c639dae,rice__blast__grp_00124,2
blast_train_00138,finaldataset\rice_dataset\train\blast\blast_train_00138.jpg,rice,blast,RiceDisease_Unknown,c93037d3c6386ba5,rice__blast__grp_00059,2
blast_train_00139,finaldataset\rice_dataset\train\blast\blast_train_00139.jpg,rice,blast,RiceDisease_Unknown,d3c7a9b078d30617,rice__blast__grp_00125,2
blast_train_00140,finaldataset\rice_dataset\train\blast\blast_train_00140.jpg,rice,blast,RiceDisease_Unknown,9649947d09b55aba,rice__blast__grp_00126,2
blast_train_00141,finaldataset\rice_dataset\train\blast\blast_train_00141.jpg,rice,blast,RiceDisease_Unknown,c0e2b19dfd943859,rice__blast__grp_00127,2
blast_train_00142,finaldataset\rice_dataset\train\blast\blast_train_00142.jpg,rice,blast,RiceDisease_Unknown,991d72750da1c35b,rice__blast__grp_00128,2
blast_train_00143,finaldataset\rice_dataset\train\blast\blast_train_00143.jpg,rice,blast,RiceDisease_Unknown,9993640efac3eca1,rice__blast__grp_00019,2
blast_train_00144,finaldataset\rice_dataset\train\blast\blast_train_00144.jpg,rice,blast,RiceDisease_Unknown,a679e4a061c68fce,rice__blast__grp_00129,2
blast_train_00145,finaldataset\rice_dataset\train\blast\blast_train_00145.jpg,rice,blast,RiceDisease_Unknown,c227f1f8981cee23,rice__blast__grp_00130,2
blast_train_00146,finaldataset\rice_dataset\train\blast\blast_train_00146.jpg,rice,blast,RiceDisease_Unknown,edc142aff05716a4,rice__blast__grp_00131,2
blast_train_00147,finaldataset\rice_dataset\train\blast\blast_train_00147.jpg,rice,blast,RiceDisease_Unknown,8c44cea4cf3d227e,rice__blast__grp_00132,2
blast_train_00148,finaldataset\rice_dataset\train\blast\blast_train_00148.jpg,rice,blast,RiceDisease_Unknown,b9bd9d074351586c,rice__blast__grp_00133,2
blast_train_00149,finaldataset\rice_dataset\train\blast\blast_train_00149.jpg,rice,blast,RiceDisease_Unknown,ff5295fb9001f620,rice__blast__grp_00134,2
blast_train_00150,finaldataset\rice_dataset\train\blast\blast_train_00150.jpg,rice,blast,RiceDisease_Unknown,af01ea55aa52cb35,rice__blast__grp_00135,2
blast_train_00151,finaldataset\rice_dataset\train\blast\blast_train_00151.jpg,rice,blast,RiceDisease_Unknown,f801274f5b73ca52,rice__blast__grp_00136,2
blast_train_00152,finaldataset\rice_dataset\train\blast\blast_train_00152.jpg,rice,blast,RiceDisease_Unknown,a2d7d7343c989d0a,rice__blast__grp_00137,2
blast_train_00153,finaldataset\rice_dataset\train\blast\blast_train_00153.jpg,rice,blast,RiceDisease_Unknown,c17a33e96cc52e85,rice__blast__grp_00138,2
blast_train_00154,finaldataset\rice_dataset\train\blast\blast_train_00154.jpg,rice,blast,RiceDisease_Unknown,ffad950090f8fe80,rice__blast__grp_00139,2
blast_train_00155,finaldataset\rice_dataset\train\blast\blast_train_00155.jpg,rice,blast,RiceDisease_Unknown,aa6cad6a87254ea5,rice__blast__grp_00140,2
blast_train_00156,finaldataset\rice_dataset\train\blast\blast_train_00156.jpg,rice,blast,RiceDisease_Unknown,c84afc14bb2d1e6a,rice__blast__grp_00141,2
blast_train_00157,finaldataset\rice_dataset\train\blast\blast_train_00157.jpg,rice,blast,RiceDisease_Unknown,a4e02838785ebfae,rice__blast__grp_00142,2
blast_train_00158,finaldataset\rice_dataset\train\blast\blast_train_00158.jpg,rice,blast,RiceDisease_Unknown,fa54bf00fe069e60,rice__blast__grp_00143,2
blast_train_00159,finaldataset\rice_dataset\train\blast\blast_train_00159.jpg,rice,blast,RiceDisease_Unknown,96b7b782194a5b45,rice__blast__grp_00144,2
blast_train_00160,finaldataset\rice_dataset\train\blast\blast_train_00160.jpg,rice,blast,RiceDisease_Unknown,eee61e3425734459,rice__blast__grp_00145,2
blast_train_00161,finaldataset\rice_dataset\train\blast\blast_train_00161.jpg,rice,blast,RiceDisease_Unknown,c381b7a89f3c8719,rice__blast__grp_00021,2
blast_train_00162,finaldataset\rice_dataset\train\blast\blast_train_00162.jpg,rice,blast,RiceDisease_Unknown,de181371b7e3051e,rice__blast__grp_00118,2
blast_train_00163,finaldataset\rice_dataset\train\blast\blast_train_00163.jpg,rice,blast,RiceDisease_Unknown,af2a618f4886fd61,rice__blast__grp_00146,2
blast_train_00164,finaldataset\rice_dataset\train\blast\blast_train_00164.jpg,rice,blast,RiceDisease_Unknown,c9b82c957bad45c1,rice__blast__grp_00147,2
blast_train_00165,finaldataset\rice_dataset\train\blast\blast_train_00165.jpg,rice,blast,RiceDisease_Unknown,8692fce52da6534a,rice__blast__grp_00148,2
blast_train_00166,finaldataset\rice_dataset\train\blast\blast_train_00166.jpg,rice,blast,RiceDisease_Unknown,b3cacdd44ad0b4d8,rice__blast__grp_00149,2
blast_train_00167,finaldataset\rice_dataset\train\blast\blast_train_00167.jpg,rice,blast,RiceDisease_Unknown,f399c9721e05e1d8,rice__blast__grp_00055,2
blast_train_00168,finaldataset\rice_dataset\train\blast\blast_train_00168.jpg,rice,blast,RiceDisease_Unknown,e0f8401d0e1ff6d6,rice__blast__grp_00150,2
blast_train_00169,finaldataset\rice_dataset\train\blast\blast_train_00169.jpg,rice,blast,RiceDisease_Unknown,a86398629c639daf,rice__blast__grp_00124,2
blast_train_00170,finaldataset\rice_dataset\train\blast\blast_train_00170.jpg,rice,blast,RiceDisease_Unknown,991d72750da1c35b,rice__blast__grp_00128,2
blast_train_00171,finaldataset\rice_dataset\train\blast\blast_train_00171.jpg,rice,blast,RiceDisease_Unknown,fdc4c7237231149e,rice__blast__grp_00151,2
