path,class,source,sha256,phash_family_id
clean_dataset/tomato_dataset/val/early_blight/80854.jpg,early_blight,tomato_dataset,bca60a538dd9a4b30bc34c80d555bfb1f1c112df3d6b7ba01c8d567e29aeed58,48
clean_dataset/tomato_dataset/val/early_blight/80875.jpg,early_blight,tomato_dataset,c94f8bda409621d4fd57245692eb116d74e280c45e1ba68a995e0182b082a1c4,50
bounding_box_dataset/tomato/val/early_blight/80875.jpg,early_blight,tomato,2ff5677a2db608eb8cda944222cde22b634317780755b9834b1f000c4847dd10,50
bounding_box_dataset/tomato/val/early_blight/80883.jpg,early_blight,tomato,38c12bc538c50422ccfc28329643b8fd7644b9037df5193b6183ec15ef57c99b,51
clean_dataset/tomato_dataset/val/early_blight/80883.jpg,early_blight,tomato_dataset,59919d3bd79eae1b5c55cbd93a096dfc1ac4f8a0d30f58d748729e4f1eb3e0f6,51
bounding_box_dataset/tomato/val/early_blight/80907.jpg,early_blight,tomato,9d536e35e63e3475e2878ded9e60bfd69b2b5253c381ceefa039d586f41b6d6f,54
clean_dataset/tomato_dataset/val/early_blight/80907.jpg,early_blight,tomato_dataset,083f699afe384f56fbc739ded3bcdc56f640669565e1930d3c31bf40ab006f1d,54
clean_dataset/tomato_dataset/val/early_blight/80909.jpg,early_blight,tomato_dataset,fff955c2dcf3a745b71541a408b65487a83ccc393eae94e5ba2441260fa9d450,55
bounding_box_dataset/tomato/val/early_blight/80909.jpg,early_blight,tomato,2f3ecbed2063a0328e38ff61eb8cc8977c2cf030dc99a3c3b4f69aa2b490674a,55
clean_dataset/tomato_dataset/val/early_blight/80927.jpg,early_blight,tomato_dataset,b1517eadd6f41009d8873f47c2809cbbb19f744b999e6cb6d46554fd0dc6c6ba,56
bounding_box_dataset/tomato/val/early_blight/80927.jpg,early_blight,tomato,b1688c87f9bf514434b415f7942ddd0f177c7c717c8a7013e98be896ec35ae31,56
clean_dataset/tomato_dataset/val/early_blight/80950.jpg,early_blight,tomato_dataset,e2d9ecc9110ff8ef11c974d3e0c5baa2711745a89243ef5820f23f49cba438bc,59
bounding_box_dataset/tomato/val/early_blight/80950.jpg,early_blight,tomato,7ff1a672c31578650e59b3c979d4c9a527ee846735b1d09a7b65914e5fe39074,59
bounding_box_dataset/tomato/val/early_blight/80967.jpg,early_blight,tomato,a7bad2d3a3001e0a6ef9b4d44b6995914f20c6f8ac9e588ed8a65103f01e0f8b,61
clean_dataset/tomato_dataset/val/early_blight/80967.jpg,early_blight,tomato_dataset,c980c9276787abfa8287f203acf9882be153475b65e0c3fafa07fec5e7c4c907,61
clean_dataset/tomato_dataset/val/early_blight/80980.jpg,early_blight,tomato_dataset,297dc0a67b8d55932035182346658e8948f7906ecd62761cd29cdccde9d151fa,63
bounding_box_dataset/tomato/val/early_blight/80980.jpg,early_blight,tomato,da5ad859f094bc0e0a257821b166ebcb1f4408e08d1e6ec12a71b29570bef4e6,63
clean_dataset/tomato_dataset/val/early_blight/81013.jpg,early_blight,tomato_dataset,986ddaf66b6415fd2d8771282278e96e46dc6dea749ed67afe5a7e48b5680816,69
bounding_box_dataset/tomato/val/early_blight/81013.jpg,early_blight,tomato,e368dd86af5d02940af14d91d78ee4692ab1ec67256616b20e5a7470f7f71ffc,69
bounding_box_dataset/tomato/val/early_blight/81020.jpg,early_blight,tomato,c9bb7b81463d882871187274fce7905fde63c5bc22d1046baf470196519f3240,71
clean_dataset/tomato_dataset/val/early_blight/81020.jpg,early_blight,tomato_dataset,7d37a0e02afc96a70720e5e0c6013e87a6b6806dc2b1495a27c73623884e12b3,71
clean_dataset/tomato_dataset/val/early_blight/81021.jpg,early_blight,tomato_dataset,9081706261aac69fa9284d3ac7a8dab2fd39ab2f8be93b48b8b0d312fd93b755,72
bounding_box_dataset/tomato/val/early_blight/81021.jpg,early_blight,tomato,c7f27089cbd78acf4183a5037df61601b090dd6400d5541baeebd21e551eb5ce,72
bounding_box_dataset/tomato/val/early_blight/81053.jpg,early_blight,tomato,f04793ed947d0f6c2efb0b47e8b45c3c23245c30f351855957fe15b946f56a5f,77
clean_dataset/tomato_dataset/val/early_blight/81053.jpg,early_blight,tomato_dataset,977a0624585f3ba702d3b1675044525672eb09f2af59bc190bfa07df392b8846,77
clean_dataset/tomato_dataset/val/early_blight/81085.jpg,early_blight,tomato_dataset,f18df5c75327a8eda71c4708268050af57e075c186383eba54fa9b749eeac19c,78
bounding_box_dataset/tomato/val/early_blight/81085.jpg,early_blight,tomato,9f6604f55584018b1e6c969c37d0726d6c7ba169f69dfafd20fbf8fbb666e8a0,78
bounding_box_dataset/tomato/val/early_blight/81111.jpg,early_blight,tomato,175296d90d2b0c621cdddc7018c86f47c50021ad88e68ef2d5ed88bcc23f79d7,81
clean_dataset/tomato_dataset/val/early_blight/81111.jpg,early_blight,tomato_dataset,f50134d98476faef269d225b21013b3d51a59bb6c63e23e6a592619bd35cf698,81
bounding_box_dataset/tomato/val/early_blight/81113.jpg,early_blight,tomato,0083e985b6004df2867dc3ef065cb160c759e53cbcc9b3f2771d7e91b62af705,82
clean_dataset/tomato_dataset/val/early_blight/81113.jpg,early_blight,tomato_dataset,2cb0e09d92f4638db7b06f850c102465f6e947c8592be36a978f7d3ea8267dc7,82
bounding_box_dataset/tomato/val/early_blight/81114.jpg,early_blight,tomato,dd42b5aa16abd4c53944cb73883c25c62e804c8ec9f37c65b534731cae3141ce,83
clean_dataset/tomato_dataset/val/early_blight/81114.jpg,early_blight,tomato_dataset,c9c1d55fc7552ea90cf784be19d9d5798cd2ff0c27f972207a3c96920fd649ed,83
clean_dataset/tomato_dataset/val/early_blight/81123.jpg,early_blight,tomato_dataset,93cdaf36a943144a50ea06326e5e4579054222f7b927f5e3348d56023bfe3ea7,85
bounding_box_dataset/tomato/val/early_blight/81123.jpg,early_blight,tomato,42826bcc4337093b78bdd2e2e21c4aacce42d8b457de7b06780d9550bbb00c75,85
bounding_box_dataset/tomato/val/early_blight/81143.jpg,early_blight,tomato,b48634487fa4a5f0ad5bf460ff4795b6593e9ddaf82ef5c1f3927ba84831db78,86
clean_dataset/tomato_dataset/val/early_blight/81143.jpg,early_blight,tomato_dataset,44e2db75ad4b0a4715e5fd718eaffa8a25878e0d2125d2ae7b9fb88376b3f678,86
clean_dataset/tomato_dataset/val/early_blight/81211.jpg,early_blight,tomato_dataset,0a6fab0a14def539e8aa0c4b655a2370c67ce5ed0c82bb400cc4d7dc651ad86c,99
bounding_box_dataset/tomato/val/early_blight/81211.jpg,early_blight,tomato,eb076cada3b4064bad4a6b0f29046528532d76d7779a674fb69b2f3f8e5c8d65,99
bounding_box_dataset/tomato/val/early_blight/81225.jpg,early_blight,tomato,828ece0e09e3495184f4246f68df83cac3fda38bb427bcaed0cfc3fae78bf1c5,100
clean_dataset/tomato_dataset/val/early_blight/81225.jpg,early_blight,tomato_dataset,6d75b37b9e42cd863677d6c1fc26d2a1677fac852ddba59d5ec897b466108538,100
bounding_box_dataset/tomato/val/early_blight/81229.jpg,early_blight,tomato,3e7974d716692ff8f1727db812260de94a43d69c75cfa38abc6667bf8397e91a,101
clean_dataset/tomato_dataset/val/early_blight/81229.jpg,early_blight,tomato_dataset,2a75767104799c66952fcb63896cb8b06cb9491ca8472b83954d18b7900bdbc3,101
bounding_box_dataset/tomato/val/early_blight/81242.jpg,early_blight,tomato,79fb9bec37e7a651bbcd13612391fb635dad29e668d8ff5064c8a1a079006c4e,103
clean_dataset/tomato_dataset/val/early_blight/81242.jpg,early_blight,tomato_dataset,fcef27fd7197d658665c0c4d35c2da4b63d0eb2f798178f4f251e0a21448cd82,103
bounding_box_dataset/tomato/val/early_blight/81252.jpg,early_blight,tomato,35f2c02475e961fada0b3ed01ddc4910230a464ce08f54072a67399402499350,105
clean_dataset/tomato_dataset/val/early_blight/81252.jpg,early_blight,tomato_dataset,2a4b85de16a4eb744d9cff95ecc6a0c095cf1ecb3c7625238a0a1428435528c4,105
bounding_box_dataset/tomato/val/early_blight/81277.jpg,early_blight,tomato,fb6549cc263d9f17ca392d0e54a598b96011d6cddd3332fd229c5877adc668db,108
clean_dataset/tomato_dataset/val/early_blight/81277.jpg,early_blight,tomato_dataset,6077110b201d4259f8d37a245aef81dcccb8e66d2b7f035f7a98e808d4400f8e,108
clean_dataset/tomato_dataset/val/early_blight/81317.jpg,early_blight,tomato_dataset,dbf0b294af7610b624cf66b94c54651b028042b7c677335c707f1be94dcbbf60,111
bounding_box_dataset/tomato/val/early_blight/81317.jpg,early_blight,tomato,1cb16c581ada34cacdf940a036ebdbda17953b5297d9f3c1cf190bfd474bd6ec,111
bounding_box_dataset/tomato/val/early_blight/81318.jpg,early_blight,tomato,9bb523a947f470120733ee85d49162fd8cba20e4938e03da42b0ef8804255813,112
clean_dataset/tomato_dataset/val/early_blight/81318.jpg,early_blight,tomato_dataset,03e3f80a528b44d9a50720b3905808070e5b6caa8960e2ea8ebd9499c3471d88,112
clean_dataset/tomato_dataset/val/early_blight/81319.jpg,early_blight,tomato_dataset,16b5a6b5edb1e84e15545f3784234f2d934be99e51b241d22a1b84cb22266217,113
bounding_box_dataset/tomato/val/early_blight/81319.jpg,early_blight,tomato,863ebe6c1f988c2af9f9c96f6b450280235a63c098463bf028f54bba498c8525,113
clean_dataset/tomato_dataset/val/early_blight/81325.jpg,early_blight,tomato_dataset,a2768d547c74a06222edd0e6a0009779916d43727574aed8b2a48c1a8221bc55,114
bounding_box_dataset/tomato/val/early_blight/81325.jpg,early_blight,tomato,0710c23e7722f8435f0b0fa72db5ff6fd894c11b1488c5aca3c27ef3bca28848,114
bounding_box_dataset/tomato/val/early_blight/81326.jpg,early_blight,tomato,a9771065a4e913a435d61b0987b60ed26038172a1bde61916145c0d77b460904,115
clean_dataset/tomato_dataset/val/early_blight/81326.jpg,early_blight,tomato_dataset,3ca9623a699c4309d4c49ba41f1b5424c75ff62f03fc580ddb37f82cd63f3ace,115
bounding_box_dataset/tomato/val/early_blight/81330.jpg,early_blight,tomato,738cb44e884df491e4987e526f2cf34f1c24ee3b9e85ebd3a987f3993ef081dd,116
clean_dataset/tomato_dataset/val/early_blight/81330.jpg,early_blight,tomato_dataset,4948501083260b0fe35e65f7ed446d666b91ba7c70cefaa20afdd6cb03f18b12,116
bounding_box_dataset/tomato/val/early_blight/81349.jpg,early_blight,tomato,59d6134100ff3481820e1a2aef45b89a3ea7aecdef295d87f2cd47c7d2f4354b,118
clean_dataset/tomato_dataset/val/early_blight/81349.jpg,early_blight,tomato_dataset,60672d9540c06f7bce2ad678dacf163487f85dd3219b8ce43f819d3a15d2dedf,118
clean_dataset/tomato_dataset/val/early_blight/81352.jpg,early_blight,tomato_dataset,b5e0e7704f399320828856ad378bac2c29db16f76eaace2f91444fde2fe82811,119
bounding_box_dataset/tomato/val/early_blight/81352.jpg,early_blight,tomato,f5055e556e66ff3e33b64c7b8c8c429528d0e54ce1b0772b072349092d12d273,119
bounding_box_dataset/tomato/val/early_blight/81371.jpg,early_blight,tomato,e5907a4ba66be6de7a02fcaca0ba483ada006926ec19bca91505f866754c35ed,123
clean_dataset/tomato_dataset/val/early_blight/81371.jpg,early_blight,tomato_dataset,b1010eaca0007353e895eec25480355d0a1b96c8a6501945f97feea6c4722fbd,123
bounding_box_dataset/tomato/val/early_blight/81392.jpg,early_blight,tomato,e57f20501a2f9d55976326130af42847cead81d960467775682de71cbe5bc7d7,126
clean_dataset/tomato_dataset/val/early_blight/81392.jpg,early_blight,tomato_dataset,75b8fc7dcbbe8322eababe2706517554b2d5ad823b5653aa25171710ef4f9964,126
clean_dataset/tomato_dataset/val/early_blight/81395.jpg,early_blight,tomato_dataset,e8bc28abd31bb7760f8010d9d7feec890ff4b86e8c625c82c7cc4b11304661ff,128
bounding_box_dataset/tomato/val/early_blight/81395.jpg,early_blight,tomato,b775bad00ca26db6fab444e29804b58b9ec966d3e57c810130b68c0e70d185bb,128
clean_dataset/tomato_dataset/val/early_blight/81407.jpg,early_blight,tomato_dataset,251068b0095afb0b89ef27e717b328ce99a5380ec75ef375672f4eb46523a7cd,130
bounding_box_dataset/tomato/val/early_blight/81407.jpg,early_blight,tomato,7fd2526fe868a54ae52fa48538d4d3b0801dfcc961f509fb9b20200c478fad1e,130
bounding_box_dataset/tomato/val/early_blight/81427.jpg,early_blight,tomato,303bff2b069ea28ad0b4a5df04ce3a12674be415a6f2cb56024489b42fe93d80,135
clean_dataset/tomato_dataset/val/early_blight/81427.jpg,early_blight,tomato_dataset,646604cfe65df8cb8b77900ace83cea9d772969d8e9ef4098c06a81f2fc7a403,135
clean_dataset/tomato_dataset/val/early_blight/81439.jpg,early_blight,tomato_dataset,8650fe7b996286d48e064b52afd70653ba6ff6956197a5b0b0499b39964d9695,138
bounding_box_dataset/tomato/val/early_blight/81439.jpg,early_blight,tomato,1d141fc7d9c56c30c7a2d3ae0a4d0c8161515857de4a81231cfeaf4d544609dc,138
bounding_box_dataset/tomato/val/early_blight/81454.jpg,early_blight,tomato,5395a8ade7f0336a34ace21762b5a0d6bb249cac365692cc7238c9ffc7b50157,140
clean_dataset/tomato_dataset/val/early_blight/81454.jpg,early_blight,tomato_dataset,da42cdf3b9db95e9a3a4576350d536293f4a50e3d127a1e36cb775769865a223,140
clean_dataset/tomato_dataset/val/early_blight/81504.jpg,early_blight,tomato_dataset,453a7ed79922de52fe2ca0119aa33e0d63a10fcdddc40d3150f047066a8c1c51,147
bounding_box_dataset/tomato/val/early_blight/81504.jpg,early_blight,tomato,06b2eab1061d75ddf863adce22f1ad742a3d42daa2f2b287110804dd836fee77,147
bounding_box_dataset/tomato/val/healthy/95003.jpg,healthy,tomato,34b8db980c4989775cbbd489cd993f70715550b6b8da75970ecb5c9699b1ebe1,155
clean_dataset/tomato_dataset/val/healthy/95003.jpg,healthy,tomato_dataset,a63ad49c1cefdb6ecfa7295afa72b14750a2b82e374b25f80c632819f1fa647c,155
clean_dataset/tomato_dataset/val/healthy/95060.jpg,healthy,tomato_dataset,08b7c12708c075da5c3365784d36b662cbba3a20e78ba4b26a65e41d482760f0,161
bounding_box_dataset/tomato/val/healthy/95060.jpg,healthy,tomato,b0558ca30773c05de595bd0f9556990c91f0c74e5d5a45f4493153cbb3194fdc,161
bounding_box_dataset/tomato/val/healthy/95079.jpg,healthy,tomato,d9d296d259a9988416d7f57db662bb303c08f46f9573d1a2702b5bf8f858cc96,166
clean_dataset/tomato_dataset/val/healthy/95079.jpg,healthy,tomato_dataset,635b1ba3b75a54456ddc39ba2d1af47dcfa938f18332535b1f69b04556b1f955,166
clean_dataset/tomato_dataset/val/healthy/95095.jpg,healthy,tomato_dataset,5d5378b4c4688ff33444ad3419ee6929579d4daa2c2bafe39f90d9b089c3a515,169
bounding_box_dataset/tomato/val/healthy/95095.jpg,healthy,tomato,350a82e27f3420f843fe9c0ff742695fab137c0ba7fdfaaa2efdb80815d2ee9d,169
bounding_box_dataset/tomato/val/healthy/95149.jpg,healthy,tomato,ff8a0d5759b8c436ab84701a0728a953d128a041b01254ddb1a80a9274947a16,175
clean_dataset/tomato_dataset/val/healthy/95149.jpg,healthy,tomato_dataset,8a8875333ac78f1f9d353aa47bab95194d9756d865868e31a22231c9cc342b42,175
clean_dataset/tomato_dataset/val/healthy/95241.jpg,healthy,tomato_dataset,cae6e08b8a6a74de1417769b0be81e9846e8676c2576414c72c42a620ba93cba,183
bounding_box_dataset/tomato/val/healthy/95241.jpg,healthy,tomato,709e61b71d3d15fba2fbbbfbc662b4b47c37072a87d383872c702fc3d8d3fc3e,183
bounding_box_dataset/tomato/val/healthy/95257.jpg,healthy,tomato,01b73f566a4a75e09e8dd37e21e03610b1453067293d9e11716772660b0acce3,185
clean_dataset/tomato_dataset/val/healthy/95257.jpg,healthy,tomato_dataset,28a90428925e9e173896877d9fe15cd4f56a781010af31090cb2d9daf9f9d063,185
clean_dataset/tomato_dataset/val/healthy/95258.jpg,healthy,tomato_dataset,3f0e5698a66c2bc01860bb6b82a7bacb7252549338166c27e73f01254b991e23,186
bounding_box_dataset/tomato/val/healthy/95258.jpg,healthy,tomato,b624d7cd8f7b545c97b380a20f17c2e2fa81284c3d4133247923760d83faedda,186
bounding_box_dataset/tomato/val/healthy/95274.jpg,healthy,tomato,72cb68afbd4fe8664b4ea39bc1d14e79a3b101407f4fa8883c9ce789f37d9323,190
clean_dataset/tomato_dataset/val/healthy/95274.jpg,healthy,tomato_dataset,e2e5529222295b902030d093d517289b37a57607e51bccd01cc4eb29fc943e39,190
clean_dataset/tomato_dataset/val/healthy/95297.jpg,healthy,tomato_dataset,bbaa75749639c6be455a87f246421ae5250d6719c102a29eb76ee570ae3d1920,195
bounding_box_dataset/tomato/val/healthy/95297.jpg,healthy,tomato,67c882e1b1bc1b382eaef7fb541cc3d8938a355986863b53d325e6648636a815,195
bounding_box_dataset/tomato/val/healthy/95298.jpg,healthy,tomato,8c2c73c89f46ce62af73e4c4fb97cfc49cf225edc5f7da5a624e5e4c1d14fc9c,196
clean_dataset/tomato_dataset/val/healthy/95298.jpg,healthy,tomato_dataset,61ba55afb9e6839f54fa96434ebbb3ce9c619133ed40023881301ac4d716b79f,196
bounding_box_dataset/tomato/val/healthy/95340.jpg,healthy,tomato,a321c8e785814a637dc2ee4840f35020f137936408adcbab5576af0c71baa29e,203
clean_dataset/tomato_dataset/val/healthy/95340.jpg,healthy,tomato_dataset,70b94d467b0814a5c08e6e8973487bbd36922586d672a09b95c30be4d1c8f733,203
clean_dataset/tomato_dataset/val/healthy/95352.jpg,healthy,tomato_dataset,386aabf9080c79f0d240bd289fad3a4f2e6601d09f64adff18b5617fd5afe6a4,206
bounding_box_dataset/tomato/val/healthy/95352.jpg,healthy,tomato,9c137e53683c4b9d5aa87251bb7218c18268057635ff971850e19efd5848c0e9,206
bounding_box_dataset/tomato/val/healthy/95393.jpg,healthy,tomato,1657f35f949fc484d63fb51e16b8be1f2a8ea49d940bbb50f31ce4ee16571836,209
clean_dataset/tomato_dataset/val/healthy/95393.jpg,healthy,tomato_dataset,31c5bab1f346f1e49c20dd1392009fc392bafbef2f1cc2ba670d4d78e9f1e738,209
clean_dataset/tomato_dataset/val/healthy/95533.jpg,healthy,tomato_dataset,05e2b1e939680ed1c71f17e9548315e6e5698d8599f389b6067e8791b8b73427,237
bounding_box_dataset/tomato/val/healthy/95533.jpg,healthy,tomato,60b759fb0887e5d7b44599f52f1f83847b5e812bbf3d72398c8ae7b9d8552bf7,237
bounding_box_dataset/tomato/val/healthy/95600.jpg,healthy,tomato,903385c8b05544c6f907c6ff50e1b7d55310c019eb886e84155757f53dc0a385,248
clean_dataset/tomato_dataset/val/healthy/95600.jpg,healthy,tomato_dataset,c2ccaf2f3bf6f0a2c2359449514f870b512afca89969a83e5ef56b6bbb66704f,248
clean_dataset/tomato_dataset/val/healthy/95620.jpg,healthy,tomato_dataset,728754ac5fa4e06c73cb28ee8a323b52ee797341544fdceb990af865e03e26f7,252
bounding_box_dataset/tomato/val/healthy/95620.jpg,healthy,tomato,2f7ebd673e9821c4246fbfa03a9562d63797d405091c68e2f1b9deb136c28b35,252
bounding_box_dataset/tomato/val/healthy/95626.jpg,healthy,tomato,3f70ff65f0df0c393c7531d4b5b3673d496a7fd2b034c56129a39f057e6740ef,253
clean_dataset/tomato_dataset/val/healthy/95626.jpg,healthy,tomato_dataset,11591860dd8911b34a788d5e9bae9f854a45a70dd62060b657c4f71dad61cbb0,253
clean_dataset/tomato_dataset/val/healthy/95630.jpg,healthy,tomato_dataset,b157d953d028294542e6ed2f33f0c011b251a29d07efa4c84a39ca611b4d1bbd,254
bounding_box_dataset/tomato/val/healthy/95630.jpg,healthy,tomato,ad0de86b5a21988aa4fde6e0cb8f603f86775b35a791be1692f005d563470d0d,254
bounding_box_dataset/tomato/val/healthy/95634.jpg,healthy,tomato,967cae00b155929215491a81784ac5804c44625babac08a9b561e08489402c6e,256
clean_dataset/tomato_dataset/val/healthy/95634.jpg,healthy,tomato_dataset,5476b5b26eca9f23cf40ed0bd4535c464575e5945b195c385616eac70f24ab7e,256
clean_dataset/tomato_dataset/val/healthy/95651.jpg,healthy,tomato_dataset,6db887f594a301259a25bfa2d947d02b30fee537b54bd4a5ce6a91f2f56afaaf,257
bounding_box_dataset/tomato/val/healthy/95651.jpg,healthy,tomato,83fc9837278e85d8acfe5a0033efe36ef24e3e311adc5f03e7ecf7188534fa4c,257
bounding_box_dataset/tomato/val/healthy/95656.jpg,healthy,tomato,a55b3cdbfbb0835b147971734975d43439b2429ec6e8aeadcd1f757bddae02fb,258
clean_dataset/tomato_dataset/val/healthy/95656.jpg,healthy,tomato_dataset,62cbe94f8573f378b652050a024aeef8a673eda9c7811ad43a0e73cdc2531417,258
clean_dataset/tomato_dataset/val/healthy/95685.jpg,healthy,tomato_dataset,9266401171177c1cdc66ab7e66002c0722549c8efb0a8f93ca7a766334b4d476,259
bounding_box_dataset/tomato/val/healthy/95685.jpg,healthy,tomato,7f3de01094d0318c379f8b970836c9df93840e387091dea28db82ecc053db760,259
bounding_box_dataset/tomato/val/healthy/95707.jpg,healthy,tomato,e0f785ef02335b1a67aa6933c74742e28b8f56e6bbd520f1e218bb41397be3dc,262
clean_dataset/tomato_dataset/val/healthy/95707.jpg,healthy,tomato_dataset,e319e9f69ae30573a7c2abfe34e730d41039b504d7ed8c54ada50984bf317977,262
clean_dataset/tomato_dataset/val/healthy/95715.jpg,healthy,tomato_dataset,78b53bc73f34748a936fd8899aaac523a7c2a3754471ffac78d03078f600062c,264
bounding_box_dataset/tomato/val/healthy/95715.jpg,healthy,tomato,46406a2e8cac0588b086da1642cb7f87a8ea66aa4399a738635a4f9ae2c4803d,264
bounding_box_dataset/tomato/val/healthy/95738.jpg,healthy,tomato,65499a296a2ebd31dd34fd9ad0ea7b453e80b3c206f516a86e3cb1ed8512411f,266
clean_dataset/tomato_dataset/val/healthy/95738.jpg,healthy,tomato_dataset,767c0ddebc1fa5a82876483d311dd759f7afc3fe038c58ea605f3decc375021e,266
clean_dataset/tomato_dataset/val/healthy/95746.jpg,healthy,tomato_dataset,e18b3b1e9bca6fa48dab1ac14a2e9eafe6ca0c4481cb1e4006e20e2f5e0f34cd,267
bounding_box_dataset/tomato/val/healthy/95746.jpg,healthy,tomato,6b582283b570b1c2c2eee003d7ef3828e37719b43e926581969821fd88b1f1d5,267
bounding_box_dataset/tomato/val/healthy/95772.jpg,healthy,tomato,85c307683818918132128881dc2d96615fa7762a3222e28e1ac887d975075b63,270
clean_dataset/tomato_dataset/val/healthy/95772.jpg,healthy,tomato_dataset,e288f2bf227efb133ae848c0bcee341c95c2d924f96b171078341b07255c4c7c,270
clean_dataset/tomato_dataset/val/healthy/95780.jpg,healthy,tomato_dataset,1b53f3dfdab58d0fcc1073f502548cc9e0bd8f096d2ccab725eff804fd6092c9,271
bounding_box_dataset/tomato/val/healthy/95780.jpg,healthy,tomato,9d3000fcc290e822e49e47114397b8740927c77a52b43b303b2f774737d309d9,271
bounding_box_dataset/tomato/val/healthy/95794.jpg,healthy,tomato,4d6682b9c5d25587995899463d0c348f3686dda360f12a5d79237b987345f2f9,274
clean_dataset/tomato_dataset/val/healthy/95794.jpg,healthy,tomato_dataset,2bddf7d283deef17309a476c66dd7424efb202b2b6dd42642bef2c258676b369,274
bounding_box_dataset/tomato/val/healthy/95807.jpg,healthy,tomato,6d483477a69badbf791cd1089852d25b8b92e65fbfe3c459eccc02ee617a5ccf,277
clean_dataset/tomato_dataset/val/healthy/95807.jpg,healthy,tomato_dataset,5a79d9a02f8a4d1ec5bca00461db2fe01c0b5aee79c312c5c356940c1ab76398,277
