image_id,category,ground_truth,family_id,symptom_stage,lesion_area,mode_a_diag,mode_a_state,mode_b_diag,mode_b_state,sym_diag,sym_state,asym_diag,asym_state,asym_reason,confidence,margin,d_to_h_mode_a,d_to_h_mode_b,d_to_h_sym,d_to_h_asym
val_early_blight_67381.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_003,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67383.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_004,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67385.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_005,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67388.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_006,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67392.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_007,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67394.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_008,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67397.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_009,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67401.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_010,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67402.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_011,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67407.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_012,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67409.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_013,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67414.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_014,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67416.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_015,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67421.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_016,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67437.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_017,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67438.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_018,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67440.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_019,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67448.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_020,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67457.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_021,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67461.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_022,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67462.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_023,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67469.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_024,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67482.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_025,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67498.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_026,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67501.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_027,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67502.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_028,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67507.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_029,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67509.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_030,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67513.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_031,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67515.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_032,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67529.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_033,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67539.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_034,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67540.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_035,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67543.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_036,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67556.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_037,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67557.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_038,canonical_validation_phenotype,10-25%,early_blight,accepted,uncertain,uncertain,early_blight,accepted,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.1881,False,False,False,False
val_early_blight_67558.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_039,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_early_blight_67563.jpg,stratified_val_early_blight,early_blight,FAM_VAL_EARLY_BLIGHT_040,canonical_validation_phenotype,10-25%,early_blight,accepted,early_blight,accepted,early_blight,accepted,early_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100000.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_001,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,uncertain,uncertain,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.9855,False,True,False,False
val_late_blight_100001.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_002,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100004.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_003,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100011.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_004,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,uncertain,uncertain,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.8991,False,True,False,False
val_late_blight_100013.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_005,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100014.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_006,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100019.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_007,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,uncertain,uncertain,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.9976,False,True,False,False
val_late_blight_100020.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_008,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100022.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_009,canonical_validation_phenotype,10-25%,late_blight,accepted,uncertain,uncertain,late_blight,accepted,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.0971,False,False,False,False
val_late_blight_100030.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_010,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100046.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_011,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,uncertain,uncertain,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,1.0,False,True,False,False
val_late_blight_100062.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_012,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100069.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_013,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,late_blight,accepted,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.459,False,True,False,False
val_late_blight_100082.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_014,canonical_validation_phenotype,10-25%,late_blight,accepted,uncertain,uncertain,late_blight,accepted,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.129,False,False,False,False
val_late_blight_100085.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_015,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100086.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_016,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100087.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_017,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,uncertain,uncertain,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.92,False,True,False,False
val_late_blight_100125.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_018,canonical_validation_phenotype,10-25%,abstain,unsupported_input,abstain,unsupported_input,abstain,unsupported_input,abstain,unsupported_input,View 1 Quality Rejected: Severe image blur (var 33.3 < 40.0),0.0,0.0,False,False,False,False
val_late_blight_100127.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_019,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100129.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_020,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100136.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_021,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,late_blight,accepted,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.4891,False,True,False,False
val_late_blight_100140.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_022,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,uncertain,uncertain,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.8839,False,True,False,False
val_late_blight_100141.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_023,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,uncertain,uncertain,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.9947,False,True,False,False
val_late_blight_100160.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_024,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,uncertain,uncertain,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,1.0,False,True,False,False
val_late_blight_100162.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_025,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100164.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_026,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100172.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_027,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100188.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_028,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,late_blight,accepted,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.5406,False,True,False,False
val_late_blight_100190.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_029,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100192.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_030,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100194.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_031,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100200.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_032,canonical_validation_phenotype,10-25%,late_blight,accepted,healthy,accepted,uncertain,uncertain,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.8895,False,True,False,False
val_late_blight_100202.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_033,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100205.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_034,canonical_validation_phenotype,10-25%,late_blight,accepted,uncertain,uncertain,late_blight,accepted,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.1647,False,False,False,False
val_late_blight_100207.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_035,canonical_validation_phenotype,10-25%,late_blight,accepted,uncertain,uncertain,late_blight,accepted,uncertain,uncertain,DIVERGENCE_RECAPTURE_NEEDED,1.0,0.0031,False,False,False,False
val_late_blight_100212.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_036,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100215.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_037,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100238.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_038,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100246.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_039,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_late_blight_100250.jpg,stratified_val_late_blight,late_blight,FAM_VAL_LATE_BLIGHT_040,canonical_validation_phenotype,10-25%,late_blight,accepted,late_blight,accepted,late_blight,accepted,late_blight,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108778.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_001,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108779.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_002,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108781.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_003,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108800.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_004,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108802.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_005,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108806.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_006,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108814.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_007,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108816.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_008,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108832.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_009,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108839.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_010,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108850.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_011,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
